rank,date,ticker,company_name,theme,alpha_score,confidence_score,decision_zone,suggested_action,residual_alpha_score,revenue_confirmation_score,sector_relative_score,institutional_flow_score,narrative_score,capex_context_score,risk_penalty,risk_severity,main_positive_drivers,main_negative_drivers,risk_flags,data_quality,notes,rebalance_date,fwd_return_1m
1,2020-06-30,3041.TW,揚智 Ali Corp,semi_equipment,1.417,2.5,Avoid Chasing,Overbought / valuation stretched without revenue confirmation.,3.73,0.0,0.0,0.0,0.0,0.0,2.313,5,CAPEX context +0.50; residual alpha +3.73,,overbought(high); revenue_not_confirmed(medium),2.5,,2020-06-30,0.2636364166007592
2,2020-06-30,5536.TW,聖暉 Acter Group,facility_cleanroom,-0.208,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.817,0.0,-0.0,0.0,0.0,0.0,1.025,2,CAPEX context +0.50; residual alpha +0.82,,revenue_not_confirmed(medium),2.5,,2020-06-30,-0.009346389648232423
3,2020-06-30,4755.TW,三福化工 San Fu Chemical,gases_chemicals,-0.268,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.871,0.0,-0.0,0.0,0.0,0.0,1.139,2,residual alpha +0.87,,revenue_not_confirmed(medium),2.5,,2020-06-30,0.6635044142709401
4,2020-06-30,6202.TW,盛群 Holtek,semi_equipment,-0.29,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.371,0.0,-0.0,0.0,0.0,0.0,0.661,2,CAPEX context +0.50; residual alpha +0.37,valuation penalty -0.01,revenue_not_confirmed(medium),2.5,,2020-06-30,0.0839581654416135
5,2020-06-30,5347.TWO,世界先進 Vanguard,indirect,-0.579,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.417,0.0,-0.0,0.0,0.0,0.0,0.996,2,residual alpha +0.42,valuation penalty -0.08,revenue_not_confirmed(medium),2.5,,2020-06-30,0.273386464253484
6,2020-06-30,6488.TWO,環球晶 GlobalWafers,gases_chemicals,-0.694,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.013,0.0,0.0,0.0,0.0,0.0,0.681,2,,,revenue_not_confirmed(medium),2.5,,2020-06-30,0.11111195623390735
7,2020-06-30,2404.TW,漢唐 United Integrated Services,facility_cleanroom,-1.177,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.426,0.0,-0.0,0.0,0.0,0.0,0.751,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-06-30,0.02238820290089394
8,2020-06-30,4763.TW,材料-KY 國際應材,gases_chemicals,-1.192,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.575,0.0,-0.0,0.0,0.0,0.0,0.616,2,,valuation penalty -0.00,revenue_not_confirmed(medium),2.5,,2020-06-30,0.1050420542387398
9,2020-06-30,1721.TW,三晃 Sunko-Ink,gases_chemicals,-1.357,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.082,0.0,-0.0,0.0,0.0,0.0,1.439,2,residual alpha +0.08,,revenue_not_confirmed(medium),2.5,,2020-06-30,0.029989773162728772
10,2020-06-30,3587.TW,閎康 Materials Analysis Technology,inspection,-1.575,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.048,0.0,-0.0,0.0,0.0,0.0,1.528,5,CAPEX context +0.50,,overbought(high); revenue_not_confirmed(medium),2.5,,2020-06-30,0.2140403754984146
11,2020-06-30,3105.TWO,穩懋 WIN Semi,semi_equipment,-1.599,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.515,0.0,0.0,0.0,0.0,0.0,1.084,2,CAPEX context +0.50,valuation penalty -0.10,revenue_not_confirmed(medium),2.5,,2020-06-30,0.08561652776377349
12,2020-06-30,1727.TW,中華化學 China Chemical & Pharmaceutical,gases_chemicals,-1.652,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.16,0.0,0.0,0.0,0.0,0.0,1.492,2,,,revenue_not_confirmed(medium),2.5,,2020-06-30,0.046560887342959933
13,2020-06-30,2436.TW,偉詮電 Weltrend,semi_equipment,-1.683,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.071,0.0,-0.0,0.0,0.0,0.0,1.755,4,CAPEX context +0.50; residual alpha +0.07,valuation penalty -0.11,revenue_not_confirmed(medium); valuation_extreme(medium),2.5,,2020-06-30,0.12030091129600051
14,2020-06-30,3413.TW,京鼎 KE Holdings,semi_equipment,-1.704,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.109,0.0,-0.0,0.0,0.0,0.0,1.596,5,CAPEX context +0.50,valuation penalty -0.02,overbought(high); revenue_not_confirmed(medium),2.5,,2020-06-30,0.1762967347164559
15,2020-06-30,6139.TW,亞翔工程 Acter,facility_cleanroom,-1.921,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.825,0.0,0.0,0.0,0.0,0.0,1.095,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-06-30,0.20994480619752287
16,2020-06-30,3131.TWO,弘塑 Grand Process Technology,semi_equipment,-1.929,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.853,0.0,0.0,0.0,0.0,0.0,1.075,2,CAPEX context +0.50,valuation penalty -0.10,revenue_not_confirmed(medium),2.5,,2020-06-30,0.5275220395867997
17,2020-06-30,2351.TW,順德 SDI,gases_chemicals,-2.073,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.318,0.0,0.0,0.0,0.0,0.0,1.755,5,,valuation penalty -0.05,excessive_drawdown(high); revenue_not_confirmed(medium),2.5,,2020-06-30,-0.0162089475508006
18,2020-06-30,6196.TW,帆宣 Marketech International,facility_cleanroom,-2.174,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.473,0.0,0.0,0.0,0.0,0.0,1.702,5,CAPEX context +0.50,valuation penalty -0.04,overbought(high); revenue_not_confirmed(medium),2.5,,2020-06-30,0.41592820234220884
19,2020-06-30,3583.TW,辛耘 Sun Tech,semi_equipment,-2.328,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.562,0.0,-0.0,0.0,0.0,0.0,1.766,5,CAPEX context +0.50,,excessive_drawdown(high); revenue_not_confirmed(medium),2.5,,2020-06-30,0.24705882887591168
20,2020-06-30,6271.TW,同欣電 Tong Hsing,inspection,-2.475,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.391,0.0,0.0,0.0,0.0,0.0,1.084,2,CAPEX context +0.50,valuation penalty -0.10,revenue_not_confirmed(medium),2.5,,2020-06-30,0.020486069383974126
21,2020-06-30,6187.TWO,萬潤 Wan Run,semi_equipment,-2.533,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.414,0.0,-0.0,0.0,0.0,0.0,1.119,2,CAPEX context +0.50,valuation penalty -0.10,revenue_not_confirmed(medium),2.5,,2020-06-30,0.5404161807011574
22,2020-06-30,3680.TW,家登 Gudeng Precision,semi_equipment,-2.874,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,1.113,0.0,0.0,0.0,0.0,0.0,3.987,10,CAPEX context +0.50; residual alpha +1.11,valuation penalty -0.20,overbought(high); revenue_not_confirmed(medium); valuation_extreme(high); valuation_extreme(medium),2.5,,2020-06-30,0.15587040131479601
1,2020-07-31,4755.TW,三福化工 San Fu Chemical,gases_chemicals,2.639,2.5,Avoid Chasing,Overbought / valuation stretched without revenue confirmation.,4.177,0.0,0.0,0.0,0.0,0.0,1.538,5,residual alpha +4.18,valuation penalty -0.01,overbought(high); revenue_not_confirmed(medium),2.5,,2020-07-31,-0.12915133999853567
2,2020-07-31,4763.TW,材料-KY 國際應材,gases_chemicals,-0.656,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.067,0.0,-0.0,0.0,0.0,0.0,0.723,2,residual alpha +0.07,,revenue_not_confirmed(medium),2.5,,2020-07-31,-0.030418313579644196
3,2020-07-31,6202.TW,盛群 Holtek,semi_equipment,-0.858,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.207,0.0,-0.0,0.0,0.0,0.0,0.651,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-07-31,-0.06550666191959709
4,2020-07-31,5347.TWO,世界先進 Vanguard,indirect,-0.978,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,1.08,0.0,-0.0,0.0,0.0,0.0,2.058,5,residual alpha +1.08,valuation penalty -0.11,overbought(high); revenue_not_confirmed(medium),2.5,,2020-07-31,-0.017856982549685374
5,2020-07-31,2404.TW,漢唐 United Integrated Services,facility_cleanroom,-1.037,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.269,0.0,-0.0,0.0,0.0,0.0,0.768,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-07-31,0.0024330368726670493
6,2020-07-31,3587.TW,閎康 Materials Analysis Technology,inspection,-1.191,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.481,0.0,0.0,0.0,0.0,0.0,0.71,2,CAPEX context +0.50,valuation penalty -0.02,revenue_not_confirmed(medium),2.5,,2020-07-31,-0.06289985862367942
7,2020-07-31,6196.TW,帆宣 Marketech International,facility_cleanroom,-1.207,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.788,0.0,0.0,0.0,0.0,0.0,1.995,5,CAPEX context +0.50; residual alpha +0.79,valuation penalty -0.10,overbought(high); revenue_not_confirmed(medium),2.5,,2020-07-31,-0.05084746420124109
8,2020-07-31,6488.TWO,環球晶 GlobalWafers,gases_chemicals,-1.218,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.459,0.0,-0.0,0.0,0.0,0.0,0.759,2,,,revenue_not_confirmed(medium),2.5,,2020-07-31,-0.06524309220392566
9,2020-07-31,3131.TWO,弘塑 Grand Process Technology,semi_equipment,-1.344,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.741,0.0,0.0,0.0,0.0,0.0,2.085,5,CAPEX context +0.50; residual alpha +0.74,valuation penalty -0.12,overbought(high); revenue_not_confirmed(medium),2.5,,2020-07-31,-0.06020956790749998
10,2020-07-31,3583.TW,辛耘 Sun Tech,semi_equipment,-1.349,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.492,0.0,0.0,0.0,0.0,0.0,0.857,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-07-31,0.025728888105953862
11,2020-07-31,6187.TWO,萬潤 Wan Run,semi_equipment,-1.499,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,1.195,0.0,0.0,0.0,0.0,0.0,2.694,7,CAPEX context +0.50; residual alpha +1.19,valuation penalty -0.12,overbought(high); revenue_not_confirmed(medium); valuation_extreme(medium),2.5,,2020-07-31,0.09090906557785772
12,2020-07-31,3413.TW,京鼎 KE Holdings,semi_equipment,-1.526,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.879,0.0,-0.0,0.0,0.0,0.0,0.647,2,CAPEX context +0.50,valuation penalty -0.01,revenue_not_confirmed(medium),2.5,,2020-07-31,-0.07951810252170899
13,2020-07-31,6139.TW,亞翔工程 Acter,facility_cleanroom,-1.594,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.53,0.0,0.0,0.0,0.0,0.0,1.064,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-07-31,-0.09429590294220569
14,2020-07-31,3105.TWO,穩懋 WIN Semi,semi_equipment,-1.654,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.765,0.0,-0.0,0.0,0.0,0.0,0.889,2,CAPEX context +0.50,valuation penalty -0.06,revenue_not_confirmed(medium),2.5,,2020-07-31,-0.09779178529508525
15,2020-07-31,6271.TW,同欣電 Tong Hsing,inspection,-1.674,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.874,0.0,-0.0,0.0,0.0,0.0,0.8,2,CAPEX context +0.50,valuation penalty -0.04,revenue_not_confirmed(medium),2.5,,2020-07-31,-0.05693937621821199
16,2020-07-31,5536.TW,聖暉 Acter Group,facility_cleanroom,-1.723,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.623,0.0,-0.0,0.0,0.0,0.0,1.099,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-07-31,0.06493510074027697
17,2020-07-31,3041.TW,揚智 Ali Corp,semi_equipment,-1.779,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.507,0.0,-0.0,0.0,0.0,0.0,2.286,5,CAPEX context +0.50; residual alpha +0.51,,overbought(high); revenue_not_confirmed(medium),2.5,,2020-07-31,-0.14568345723552723
18,2020-07-31,1727.TW,中華化學 China Chemical & Pharmaceutical,gases_chemicals,-1.847,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.353,0.0,-0.0,0.0,0.0,0.0,1.494,2,,,revenue_not_confirmed(medium),2.5,,2020-07-31,0.08190088350273972
19,2020-07-31,1721.TW,三晃 Sunko-Ink,gases_chemicals,-2.204,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.737,0.0,-0.0,0.0,0.0,0.0,1.467,2,,,revenue_not_confirmed(medium),2.5,,2020-07-31,0.059237014012859524
20,2020-07-31,2436.TW,偉詮電 Weltrend,semi_equipment,-2.365,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.342,0.0,-0.0,0.0,0.0,0.0,2.022,5,CAPEX context +0.50,valuation penalty -0.10,revenue_not_confirmed(medium); valuation_extreme(high),2.5,,2020-07-31,-0.008389290150237483
21,2020-07-31,2351.TW,順德 SDI,gases_chemicals,-2.688,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.002,0.0,-0.0,0.0,0.0,0.0,1.686,5,,,excessive_drawdown(high); revenue_not_confirmed(medium),2.5,,2020-07-31,0.04490690811088571
22,2020-07-31,3680.TW,家登 Gudeng Precision,semi_equipment,-5.726,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.81,0.0,-0.0,0.0,0.0,0.0,4.915,13,CAPEX context +0.50,valuation penalty -0.20,overbought(high); high_beta_ai(high); revenue_not_confirmed(medium); valuation_extreme(high); valuation_extreme(medium),2.5,,2020-07-31,-0.04663671217789522
1,2020-08-31,6187.TWO,萬潤 Wan Run,semi_equipment,-0.216,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,2.526,0.0,0.0,0.0,0.0,0.0,2.742,7,CAPEX context +0.50; residual alpha +2.53,valuation penalty -0.13,overbought(high); revenue_not_confirmed(medium); valuation_extreme(medium),2.5,,2020-08-31,-0.04970766806212912
2,2020-08-31,1727.TW,中華化學 China Chemical & Pharmaceutical,gases_chemicals,-0.335,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,1.136,0.0,0.0,0.0,0.0,0.0,1.471,2,residual alpha +1.14,,revenue_not_confirmed(medium),2.5,,2020-08-31,0.02803742018661448
3,2020-08-31,4755.TW,三福化工 San Fu Chemical,gases_chemicals,-0.336,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,1.224,0.0,-0.0,0.0,0.0,0.0,1.559,5,residual alpha +1.22,,overbought(high); revenue_not_confirmed(medium),2.5,,2020-08-31,-0.06920892443074211
4,2020-08-31,5347.TWO,世界先進 Vanguard,indirect,-0.459,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.712,0.0,-0.0,0.0,0.0,0.0,1.171,2,residual alpha +0.71,valuation penalty -0.11,revenue_not_confirmed(medium),2.5,,2020-08-31,0.027807447527536944
5,2020-08-31,5536.TW,聖暉 Acter Group,facility_cleanroom,-0.491,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.612,0.0,0.0,0.0,0.0,0.0,1.103,2,CAPEX context +0.50; residual alpha +0.61,,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.07317076959353264
6,2020-08-31,3583.TW,辛耘 Sun Tech,semi_equipment,-0.514,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.136,0.0,0.0,0.0,0.0,0.0,0.65,2,CAPEX context +0.50; residual alpha +0.14,,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.0635451894753708
7,2020-08-31,3131.TWO,弘塑 Grand Process Technology,semi_equipment,-0.773,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,1.325,0.0,-0.0,0.0,0.0,0.0,2.097,5,CAPEX context +0.50; residual alpha +1.32,valuation penalty -0.12,overbought(high); revenue_not_confirmed(medium),2.5,,2020-08-31,0.04735363955563643
8,2020-08-31,2404.TW,漢唐 United Integrated Services,facility_cleanroom,-0.926,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.16,0.0,0.0,0.0,0.0,0.0,0.766,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.053398122321169805
9,2020-08-31,6488.TWO,環球晶 GlobalWafers,gases_chemicals,-1.047,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.317,0.0,-0.0,0.0,0.0,0.0,0.73,2,,,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.025380871747343492
10,2020-08-31,2436.TW,偉詮電 Weltrend,semi_equipment,-1.164,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.277,0.0,0.0,0.0,0.0,0.0,0.887,2,CAPEX context +0.50,valuation penalty -0.06,revenue_not_confirmed(medium),2.5,,2020-08-31,0.016920456995556332
11,2020-08-31,6202.TW,盛群 Holtek,semi_equipment,-1.231,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.601,0.0,-0.0,0.0,0.0,0.0,0.629,2,CAPEX context +0.50,valuation penalty -0.01,revenue_not_confirmed(medium),2.5,,2020-08-31,0.01097183255546863
12,2020-08-31,2351.TW,順德 SDI,gases_chemicals,-1.257,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.362,0.0,0.0,0.0,0.0,0.0,0.896,2,,valuation penalty -0.06,revenue_not_confirmed(medium),2.5,,2020-08-31,0.2306079516312951
13,2020-08-31,4763.TW,材料-KY 國際應材,gases_chemicals,-1.312,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.665,0.0,-0.0,0.0,0.0,0.0,0.647,2,,valuation penalty -0.01,revenue_not_confirmed(medium),2.5,,2020-08-31,0.16075523940780423
14,2020-08-31,6196.TW,帆宣 Marketech International,facility_cleanroom,-1.332,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.49,0.0,-0.0,0.0,0.0,0.0,1.822,5,CAPEX context +0.50; residual alpha +0.49,valuation penalty -0.06,overbought(high); revenue_not_confirmed(medium),2.5,,2020-08-31,-0.07589283342643793
15,2020-08-31,3587.TW,閎康 Materials Analysis Technology,inspection,-1.431,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.74,0.0,0.0,0.0,0.0,0.0,0.692,2,CAPEX context +0.50,valuation penalty -0.02,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.05460757327443744
16,2020-08-31,3105.TWO,穩懋 WIN Semi,semi_equipment,-1.492,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.827,0.0,-0.0,0.0,0.0,0.0,0.665,2,CAPEX context +0.50,valuation penalty -0.01,revenue_not_confirmed(medium),2.5,,2020-08-31,0.0017481941724017958
17,2020-08-31,1721.TW,三晃 Sunko-Ink,gases_chemicals,-1.639,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.208,0.0,0.0,0.0,0.0,0.0,1.431,2,,,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.05213285913781063
18,2020-08-31,3413.TW,京鼎 KE Holdings,semi_equipment,-1.866,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.064,0.0,-0.0,0.0,0.0,0.0,0.801,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.060209485667564566
19,2020-08-31,6271.TW,同欣電 Tong Hsing,inspection,-2.062,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.069,0.0,-0.0,0.0,0.0,0.0,0.993,2,CAPEX context +0.50,valuation penalty -0.08,revenue_not_confirmed(medium),2.5,,2020-08-31,0.003773545714194526
20,2020-08-31,3041.TW,揚智 Ali Corp,semi_equipment,-2.59,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.246,0.0,-0.0,0.0,0.0,0.0,2.344,5,CAPEX context +0.50,,excessive_drawdown(high); revenue_not_confirmed(medium),2.5,,2020-08-31,-0.025263158706284705
21,2020-08-31,6139.TW,亞翔工程 Acter,facility_cleanroom,-2.678,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.398,0.0,-0.0,0.0,0.0,0.0,1.28,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-08-31,-0.07042251086655116
22,2020-08-31,3680.TW,家登 Gudeng Precision,semi_equipment,-4.223,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.227,0.0,-0.0,0.0,0.0,0.0,3.996,10,CAPEX context +0.50,valuation penalty -0.20,high_beta_ai(high); revenue_not_confirmed(medium); valuation_extreme(high); valuation_extreme(medium),2.5,,2020-08-31,0.03690024166223882
1,2020-09-30,4763.TW,材料-KY 國際應材,gases_chemicals,1.141,2.5,Neutral,No urgency.,1.817,0.0,0.0,0.0,0.0,0.0,0.676,2,residual alpha +1.82,valuation penalty -0.02,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.11578954193756952
2,2020-09-30,2351.TW,順德 SDI,gases_chemicals,0.75,2.5,Neutral,No urgency.,1.872,0.0,0.0,0.0,0.0,0.0,1.122,2,residual alpha +1.87,valuation penalty -0.10,revenue_not_confirmed(medium),2.5,,2020-09-30,0.027257241459539783
3,2020-09-30,6187.TWO,萬潤 Wan Run,semi_equipment,0.742,2.5,Neutral,No urgency.,2.578,0.0,-0.0,0.0,0.0,0.0,1.836,4,CAPEX context +0.50; residual alpha +2.58,valuation penalty -0.13,revenue_not_confirmed(medium); valuation_extreme(medium),2.5,,2020-09-30,0.0984615884966944
4,2020-09-30,4755.TW,三福化工 San Fu Chemical,gases_chemicals,-0.497,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.333,0.0,-0.0,0.0,0.0,0.0,0.831,2,residual alpha +0.33,,revenue_not_confirmed(medium),2.5,,2020-09-30,0.06520406647129051
5,2020-09-30,3583.TW,辛耘 Sun Tech,semi_equipment,-0.539,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.134,0.0,-0.0,0.0,0.0,0.0,0.673,2,CAPEX context +0.50; residual alpha +0.13,,revenue_not_confirmed(medium),2.5,,2020-09-30,0.0
6,2020-09-30,1727.TW,中華化學 China Chemical & Pharmaceutical,gases_chemicals,-0.542,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.915,0.0,-0.0,0.0,0.0,0.0,1.457,2,residual alpha +0.92,,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.027272762290622587
7,2020-09-30,5347.TWO,世界先進 Vanguard,indirect,-0.62,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.52,0.0,-0.0,0.0,0.0,0.0,1.14,2,residual alpha +0.52,valuation penalty -0.11,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.030177002194728852
8,2020-09-30,6202.TW,盛群 Holtek,semi_equipment,-0.74,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.047,0.0,0.0,0.0,0.0,0.0,0.693,2,CAPEX context +0.50,valuation penalty -0.02,revenue_not_confirmed(medium),2.5,,2020-09-30,0.09302329488593619
9,2020-09-30,5536.TW,聖暉 Acter Group,facility_cleanroom,-0.926,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.167,0.0,0.0,0.0,0.0,0.0,1.094,2,CAPEX context +0.50; residual alpha +0.17,,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.013157902087572837
10,2020-09-30,2404.TW,漢唐 United Integrated Services,facility_cleanroom,-0.966,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.205,0.0,0.0,0.0,0.0,0.0,0.761,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-09-30,0.017948868433149467
11,2020-09-30,6196.TW,帆宣 Marketech International,facility_cleanroom,-0.994,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.135,0.0,-0.0,0.0,0.0,0.0,0.86,2,CAPEX context +0.50,valuation penalty -0.05,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.01932364415301624
12,2020-09-30,6488.TWO,環球晶 GlobalWafers,gases_chemicals,-1.028,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.302,0.0,-0.0,0.0,0.0,0.0,0.726,2,,,revenue_not_confirmed(medium),2.5,,2020-09-30,0.08072915434626626
13,2020-09-30,2436.TW,偉詮電 Weltrend,semi_equipment,-1.068,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.182,0.0,0.0,0.0,0.0,0.0,0.886,2,CAPEX context +0.50,valuation penalty -0.06,revenue_not_confirmed(medium),2.5,,2020-09-30,0.0199667466488036
14,2020-09-30,6271.TW,同欣電 Tong Hsing,inspection,-1.173,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.305,0.0,0.0,0.0,0.0,0.0,0.868,2,CAPEX context +0.50,valuation penalty -0.05,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.052631578947368474
15,2020-09-30,3587.TW,閎康 Materials Analysis Technology,inspection,-1.287,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.62,0.0,-0.0,0.0,0.0,0.0,0.667,2,CAPEX context +0.50,valuation penalty -0.01,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.013237082740496064
16,2020-09-30,3131.TWO,弘塑 Grand Process Technology,semi_equipment,-1.392,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.174,0.0,0.0,0.0,0.0,0.0,1.219,2,CAPEX context +0.50,valuation penalty -0.12,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.0651596159839064
17,2020-09-30,3413.TW,京鼎 KE Holdings,semi_equipment,-1.481,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.685,0.0,-0.0,0.0,0.0,0.0,0.796,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.03621157975968459
18,2020-09-30,6139.TW,亞翔工程 Acter,facility_cleanroom,-1.485,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.216,0.0,-0.0,0.0,0.0,0.0,1.269,2,CAPEX context +0.50,,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.01893934262423469
19,2020-09-30,3105.TWO,穩懋 WIN Semi,semi_equipment,-1.489,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.787,0.0,0.0,0.0,0.0,0.0,0.702,2,CAPEX context +0.50,valuation penalty -0.02,revenue_not_confirmed(medium),2.5,,2020-09-30,0.08551486103600037
20,2020-09-30,1721.TW,三晃 Sunko-Ink,gases_chemicals,-1.978,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.56,0.0,-0.0,0.0,0.0,0.0,1.418,2,,,revenue_not_confirmed(medium),2.5,,2020-09-30,-0.005999992329261961
21,2020-09-30,3041.TW,揚智 Ali Corp,semi_equipment,-4.873,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-2.542,0.0,-0.0,0.0,0.0,0.0,2.331,5,CAPEX context +0.50,,excessive_drawdown(high); revenue_not_confirmed(medium),2.5,,2020-09-30,0.24622031049033222
22,2020-09-30,3680.TW,家登 Gudeng Precision,semi_equipment,-5.674,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.687,0.0,0.0,0.0,0.0,0.0,3.987,10,CAPEX context +0.50,valuation penalty -0.20,high_beta_ai(high); revenue_not_confirmed(medium); valuation_extreme(high); valuation_extreme(medium),2.5,,2020-09-30,-0.08718865350969063
