bucket,count,mean,median,hit_rate
Q1,350,0.05456028275375057,0.01740651615269817,0.5885714285714285
Q2,280,0.030492794623558726,0.013973945440685198,0.5535714285714286
Q3,280,0.030154924332068716,0.019305942606176685,0.5714285714285714
Q4,280,0.021477857887782566,0.0019528704638763772,0.5071428571428571
Q5,350,0.013969873804123446,0.0034565145364113814,0.5142857142857142
