ticker,date,foreign_buy,foreign_sell,foreign_net,trust_net,dealer_net,total_net
1721.TW,2023-11-15,1042000,645000,397000,0,1000,398000
1721.TW,2023-11-16,801000,576000,225000,0,0,225000
1721.TW,2023-11-17,235000,1149000,-914000,0,0,-914000
1721.TW,2023-11-20,1211000,359000,852000,0,0,852000
1721.TW,2023-11-21,506000,399000,107000,0,0,107000
1721.TW,2023-11-22,487001,463000,24001,0,0,24001
1721.TW,2023-11-23,789000,974000,-185000,0,0,-185000
1721.TW,2023-11-24,982000,1073000,-91000,0,0,-91000
1721.TW,2023-11-27,925000,349000,576000,0,0,576000
1721.TW,2023-11-28,544000,95000,449000,0,2000,451000
1721.TW,2023-11-29,635000,242000,393000,0,0,393000
1721.TW,2023-11-30,835000,443000,392000,0,-12000,380000
1721.TW,2023-12-01,92000,557000,-465000,0,0,-465000
1721.TW,2023-12-04,810000,808000,2000,0,4000,6000
1721.TW,2023-12-05,1100100,607000,493100,0,-2000,491100
1721.TW,2023-12-06,242000,593000,-351000,0,0,-351000
1721.TW,2023-12-07,425000,560000,-135000,0,0,-135000
1721.TW,2023-12-08,644000,1519000,-875000,0,0,-875000
1721.TW,2023-12-11,233000,429000,-196000,0,0,-196000
1721.TW,2023-12-12,176000,320000,-144000,0,0,-144000
1721.TW,2023-12-13,277000,182000,95000,0,0,95000
1721.TW,2023-12-14,190000,188000,2000,0,0,2000
1721.TW,2023-12-15,247000,128000,119000,0,0,119000
1721.TW,2023-12-18,267000,291000,-24000,0,0,-24000
1721.TW,2023-12-19,518000,356000,162000,0,-5000,157000
1721.TW,2023-12-20,269000,158000,111000,0,6000,117000
1721.TW,2023-12-21,56000,178000,-122000,0,-1000,-123000
1721.TW,2023-12-22,78000,164000,-86000,0,0,-86000
1721.TW,2023-12-25,205000,89000,116000,0,0,116000
1721.TW,2023-12-26,434000,88000,346000,0,-4000,342000
1721.TW,2023-12-27,89000,55000,34000,0,0,34000
1721.TW,2023-12-28,221000,31000,190000,0,0,190000
1721.TW,2023-12-29,217000,172000,45000,0,1000,46000
1721.TW,2024-01-02,324000,142000,182000,0,1000,183000
1721.TW,2024-01-03,332000,699000,-367000,0,0,-367000
1721.TW,2024-01-04,260000,565000,-305000,0,0,-305000
1721.TW,2024-01-05,570000,1048000,-478000,0,0,-478000
1721.TW,2024-01-08,1964000,1964000,0,0,0,0
1721.TW,2024-01-09,1513000,1075000,438000,0,-1000,437000
1721.TW,2024-01-10,530000,323000,207000,0,6000,213000
1721.TW,2024-01-11,173000,438000,-265000,0,2000,-263000
1721.TW,2024-01-12,31000,265000,-234000,0,0,-234000
1721.TW,2024-01-15,156000,368000,-212000,0,0,-212000
1721.TW,2024-01-16,168000,698000,-530000,0,0,-530000
1721.TW,2024-01-17,605000,315000,290000,0,-6000,284000
1721.TW,2024-01-18,201000,207000,-6000,0,1000,-5000
1721.TW,2024-01-19,64000,213000,-149000,0,0,-149000
1721.TW,2024-01-22,164000,134000,30000,0,-4000,26000
1721.TW,2024-01-23,111000,214000,-103000,0,-1000,-104000
1721.TW,2024-01-24,169000,209000,-40000,0,0,-40000
1721.TW,2024-01-25,354000,236000,118000,0,0,118000
1721.TW,2024-01-26,67000,86000,-19000,0,0,-19000
1721.TW,2024-01-29,167000,42000,125000,0,0,125000
1721.TW,2024-01-30,32000,248000,-216000,0,0,-216000
1721.TW,2024-01-31,54000,59000,-5000,0,0,-5000
1721.TW,2024-02-01,90000,53000,37000,0,0,37000
1721.TW,2024-02-02,101000,49000,52000,0,1000,53000
1721.TW,2024-02-05,143000,87000,56000,0,0,56000
1721.TW,2024-02-15,299000,157000,142000,0,-1000,141000
1721.TW,2024-02-16,484000,163000,321000,0,4000,325000
1721.TW,2024-02-19,829000,277000,552000,0,0,552000
1721.TW,2024-02-20,301000,243000,58000,0,0,58000
1721.TW,2024-02-21,307001,428000,-120999,0,0,-120999
1721.TW,2024-02-22,142000,412000,-270000,0,1000,-269000
1721.TW,2024-02-23,202000,207000,-5000,0,-3000,-8000
1721.TW,2024-02-26,828000,1484000,-656000,0,0,-656000
1721.TW,2024-02-27,4288000,4649000,-361000,0,-2000,-363000
1721.TW,2024-02-29,2413050,1425000,988050,0,0,988050
1721.TW,2024-03-01,1000000,623000,377000,0,1000,378000
1721.TW,2024-03-04,1099000,1051000,48000,0,1000,49000
1721.TW,2024-03-05,717000,448000,269000,0,0,269000
1721.TW,2024-03-06,475000,1242000,-767000,0,0,-767000
1721.TW,2024-03-07,1041000,692000,349000,0,0,349000
1721.TW,2024-03-08,828000,894000,-66000,0,0,-66000
1721.TW,2024-03-11,304000,214000,90000,0,0,90000
1721.TW,2024-03-12,215000,314000,-99000,0,0,-99000
1721.TW,2024-03-13,315000,331000,-16000,0,0,-16000
1721.TW,2024-03-14,336000,240000,96000,0,-1000,95000
1721.TW,2024-03-15,100000,313000,-213000,0,0,-213000
1721.TW,2024-03-18,223000,107000,116000,0,0,116000
1721.TW,2024-03-19,207000,219000,-12000,0,0,-12000
1721.TW,2024-03-20,201400,315000,-113600,0,0,-113600
1721.TW,2024-03-21,156000,136000,20000,0,1000,21000
1721.TW,2024-03-22,225000,252000,-27000,0,0,-27000
1721.TW,2024-03-25,843000,698000,145000,0,0,145000
1721.TW,2024-03-26,1042000,461000,581000,0,1000,582000
1721.TW,2024-03-27,309000,356000,-47000,0,4000,-43000
1721.TW,2024-03-28,186000,249000,-63000,0,15000,-48000
1721.TW,2024-03-29,140000,280000,-140000,0,0,-140000
1721.TW,2024-04-01,153000,54000,99000,0,0,99000
1721.TW,2024-04-02,392000,133000,259000,0,21000,280000
1721.TW,2024-04-03,90000,145000,-55000,0,-1000,-56000
1721.TW,2024-04-08,360000,153000,207000,0,2000,209000
1721.TW,2024-04-09,144001,96000,48001,0,0,48001
1721.TW,2024-04-10,604000,139000,465000,0,0,465000
1721.TW,2024-04-11,77000,396000,-319000,0,0,-319000
1721.TW,2024-04-12,35000,347000,-312000,0,-3000,-315000
1721.TW,2024-04-15,87050,184000,-96950,0,1000,-95950
1721.TW,2024-04-16,327000,268000,59000,0,-8000,51000
1721.TW,2024-04-17,161000,88000,73000,0,0,73000
1721.TW,2024-04-18,75000,121000,-46000,0,-2000,-48000
1721.TW,2024-04-19,356000,410000,-54000,0,-28000,-82000
1721.TW,2024-04-22,407000,148000,259000,0,0,259000
1721.TW,2024-04-23,170000,155450,14550,0,3000,17550
1721.TW,2024-04-24,127000,108000,19000,0,2000,21000
1721.TW,2024-04-25,90000,145000,-55000,0,0,-55000
1721.TW,2024-04-26,17000,138000,-121000,0,0,-121000
1721.TW,2024-04-29,338000,146000,192000,0,2000,194000
1721.TW,2024-04-30,168000,211000,-43000,0,0,-43000
1721.TW,2024-05-02,173000,315000,-142000,0,-1000,-143000
1721.TW,2024-05-03,127000,164000,-37000,0,0,-37000
1721.TW,2024-05-06,146000,60000,86000,0,1000,87000
1721.TW,2024-05-07,119000,232000,-113000,0,0,-113000
1721.TW,2024-05-08,2758000,1964000,794000,0,-5000,789000
1721.TW,2024-05-09,1642000,3007000,-1365000,0,0,-1365000
1721.TW,2024-05-10,1711000,1406000,305000,0,0,305000
1721.TW,2024-05-13,1015000,1116000,-101000,0,1000,-100000
1721.TW,2024-05-14,478000,166000,312000,0,0,312000
1721.TW,2024-05-15,757000,290000,467000,0,-4000,463000
1721.TW,2024-05-16,1666000,459000,1207000,0,5000,1212000
1721.TW,2024-05-17,175000,357000,-182000,0,3000,-179000
1721.TW,2024-05-20,126000,144000,-18000,0,-6000,-24000
1721.TW,2024-05-21,134000,123000,11000,0,8000,19000
1721.TW,2024-05-22,177000,114000,63000,0,-2000,61000
1721.TW,2024-05-23,505000,1560000,-1055000,0,-2000,-1057000
1721.TW,2024-05-24,242000,145000,97000,0,0,97000
1721.TW,2024-05-27,322000,152000,170000,0,12000,182000
1721.TW,2024-05-28,719000,203000,516000,0,1000,517000
1721.TW,2024-05-29,218000,180000,38000,0,2000,40000
1721.TW,2024-05-30,89000,436000,-347000,0,4000,-343000
1721.TW,2024-05-31,147000,68000,79000,0,-2000,77000
1721.TW,2024-06-03,184000,121000,63000,0,37000,100000
1721.TW,2024-06-04,130000,61000,69000,0,-6000,63000
1721.TW,2024-06-05,45000,234000,-189000,0,-33000,-222000
1721.TW,2024-06-06,88000,436000,-348000,0,-9000,-357000
1721.TW,2024-06-07,358000,45000,313000,0,-24000,289000
1721.TW,2024-06-11,64000,190000,-126000,0,0,-126000
1721.TW,2024-06-12,217600,135000,82600,0,0,82600
1721.TW,2024-06-13,116000,134000,-18000,0,6000,-12000
1721.TW,2024-06-14,81000,133000,-52000,0,0,-52000
1721.TW,2024-06-17,301000,112000,189000,0,0,189000
1721.TW,2024-06-18,92000,224000,-132000,0,-3000,-135000
1721.TW,2024-06-19,78000,423000,-345000,0,2000,-343000
1721.TW,2024-06-20,287000,67000,220000,0,0,220000
1721.TW,2024-06-21,555000,237000,318000,0,-1000,317000
1721.TW,2024-06-24,45000,366000,-321000,0,0,-321000
1721.TW,2024-06-25,194000,246000,-52000,0,0,-52000
1721.TW,2024-06-26,265000,82000,183000,0,0,183000
1721.TW,2024-06-27,20000,76000,-56000,0,0,-56000
1721.TW,2024-06-28,79000,43000,36000,0,0,36000
1721.TW,2024-07-01,95000,130000,-35000,0,1000,-34000
1721.TW,2024-07-02,23000,161000,-138000,0,0,-138000
1721.TW,2024-07-03,384000,32000,352000,0,2000,354000
1721.TW,2024-07-04,589000,82000,507000,0,0,507000
1721.TW,2024-07-05,1392000,610000,782000,0,0,782000
1721.TW,2024-07-08,411000,182000,229000,0,0,229000
1721.TW,2024-07-09,496000,329000,167000,0,0,167000
1721.TW,2024-07-10,401000,155000,246000,0,-10000,236000
1721.TW,2024-07-11,393000,95000,298000,0,-4000,294000
1721.TW,2024-07-12,2292000,2644000,-352000,0,12000,-340000
1721.TW,2024-07-15,3095000,5640000,-2545000,0,-12000,-2557000
1721.TW,2024-07-16,1732000,1229000,503000,0,0,503000
1721.TW,2024-07-17,2403000,2203050,199950,0,1000,200950
1721.TW,2024-07-18,983000,1176000,-193000,0,1000,-192000
1721.TW,2024-07-19,2001050,798000,1203050,0,1000,1204050
1721.TW,2024-07-22,944050,402000,542050,0,2000,544050
1721.TW,2024-07-23,401000,245000,156000,0,0,156000
1721.TW,2024-07-26,398000,213000,185000,0,-9000,176000
1721.TW,2024-07-29,355000,329000,26000,0,5000,31000
1721.TW,2024-07-30,470000,128000,342000,0,-36000,306000
1721.TW,2024-07-31,300000,652000,-352000,0,0,-352000
1721.TW,2024-08-01,484000,292000,192000,0,0,192000
1721.TW,2024-08-02,199000,455000,-256000,0,-35000,-291000
1721.TW,2024-08-05,837000,743000,94000,0,-12000,82000
1721.TW,2024-08-06,693000,977000,-284000,0,17000,-267000
1721.TW,2024-08-07,534000,354000,180000,0,-26000,154000
1721.TW,2024-08-08,171000,280000,-109000,0,0,-109000
1721.TW,2024-08-09,626000,272000,354000,0,-2000,352000
1721.TW,2024-08-12,418000,233000,185000,0,48000,233000
1721.TW,2024-08-13,178000,157000,21000,0,18000,39000
1721.TW,2024-08-14,265000,162000,103000,0,63000,166000
1721.TW,2024-08-15,234000,130000,104000,0,0,104000
1721.TW,2024-08-16,588000,357000,231000,0,269000,500000
1721.TW,2024-08-19,119000,289000,-170000,0,0,-170000
1721.TW,2024-08-20,371000,113000,258000,0,0,258000
1721.TW,2024-08-21,1126000,424000,702000,0,0,702000
1721.TW,2024-08-22,608000,1375000,-767000,0,10600,-756400
1721.TW,2024-08-23,8167000,9412000,-1245000,0,-30600,-1275600
1721.TW,2024-08-26,1998000,808000,1190000,0,-117,1189883
1721.TW,2024-08-27,2361000,2278000,83000,0,-2000,81000
1721.TW,2024-08-28,1489000,593000,896000,0,0,896000
1721.TW,2024-08-29,5071000,7544000,-2473000,0,-3457,-2476457
1721.TW,2024-08-30,1478000,1353000,125000,0,-250215,-125215
1721.TW,2024-09-02,747000,482000,265000,0,1775,266775
1721.TW,2024-09-03,865000,807000,58000,0,-468,57532
1721.TW,2024-09-04,1688001,917000,771001,0,-7774,763227
1721.TW,2024-09-05,999000,782000,217000,0,-1600,215400
1721.TW,2024-09-06,233000,545000,-312000,0,238,-311762
1721.TW,2024-09-09,922000,452000,470000,0,-18000,452000
1721.TW,2024-09-10,743000,640000,103000,0,-112,102888
1721.TW,2024-09-11,416000,751000,-335000,0,315,-334685
1721.TW,2024-09-12,1061000,579000,482000,0,12955,494955
1721.TW,2024-09-13,789000,356000,433000,0,0,433000
1721.TW,2024-09-16,3170000,1906000,1264000,0,1600,1265600
1721.TW,2024-09-18,0,374000,-374000,0,17000,-357000
1721.TW,2024-09-19,2000,235000,-233000,0,-18000,-251000
1721.TW,2024-09-20,1348000,1426100,-78100,0,54001,-24099
1721.TW,2024-09-23,24202500,18353000,5849500,0,-46141,5803359
1721.TW,2024-09-24,442000,164000,278000,0,182001,460001
1721.TW,2024-09-25,900000,45200,854800,0,5000,859800
1721.TW,2024-09-26,486000,247000,239000,0,140999,379999
1721.TW,2024-09-27,1449000,11000,1438000,0,-9000,1429000
1721.TW,2024-09-30,400000,60000,340000,0,2000,342000
1721.TW,2024-10-01,344000,62000,282000,0,11000,293000
1721.TW,2024-10-04,521000,280000,241000,0,37000,278000
1721.TW,2024-10-07,293000,1218000,-925000,0,61000,-864000
1721.TW,2024-10-08,1103000,90000,1013000,0,6000,1019000
1721.TW,2024-10-09,1064000,390000,674000,0,48000,722000
1721.TW,2024-10-11,4269000,8646300,-4377300,0,-213173,-4590473
1721.TW,2024-10-14,4231000,3063000,1168000,0,-22684,1145316
1721.TW,2024-10-15,2555000,2166000,389000,0,23895,412895
1721.TW,2024-10-16,1837000,1800000,37000,0,575,37575
1721.TW,2024-10-17,4101000,5180000,-1079000,0,-9275,-1088275
1721.TW,2024-10-18,4126000,4773000,-647000,0,30890,-616110
1721.TW,2024-10-21,2726000,2875792,-149792,0,-1422,-151214
1721.TW,2024-10-22,1180000,2089000,-909000,0,-4865,-913865
1721.TW,2024-10-23,4622000,1724000,2898000,0,-5000,2893000
1721.TW,2024-10-24,9425000,12788000,-3363000,0,131462,-3231538
1721.TW,2024-10-25,2202000,1994000,208000,0,-207520,480
1721.TW,2024-10-28,1787000,1017000,770000,0,19399,789399
1721.TW,2024-10-29,1623000,993000,630000,0,-7000,623000
1721.TW,2024-10-30,566050,835000,-268950,0,3113,-265837
1721.TW,2024-11-01,1264000,2316000,-1052000,0,-13046,-1065046
1721.TW,2024-11-04,1334000,1075000,259000,0,-1232,257768
1721.TW,2024-11-05,851000,741000,110000,0,5000,115000
1721.TW,2024-11-06,344000,1068000,-724000,0,-3818,-727818
1721.TW,2024-11-07,1616050,1405000,211050,0,-7550,203500
1721.TW,2024-11-08,1503000,1608000,-105000,0,-168,-105168
1721.TW,2024-11-11,878000,797000,81000,0,383,81383
1721.TW,2024-11-12,1813000,694000,1119000,0,-14964,1104036
1721.TW,2024-11-13,967000,1415000,-448000,0,-7273,-455273
1721.TW,2024-11-14,1262000,665000,597000,0,-4420,592580
1721.TW,2024-11-15,1830000,845000,985000,0,1113,986113
1721.TW,2024-11-18,576000,606000,-30000,0,-1102,-31102
1721.TW,2024-11-19,564000,572000,-8000,0,19245,11245
1721.TW,2024-11-20,1552000,1001000,551000,0,826,551826
1721.TW,2024-11-21,864000,1306000,-442000,0,-2000,-444000
1721.TW,2024-11-22,820000,1071000,-251000,0,117,-250883
1721.TW,2024-11-25,616000,1016000,-400000,0,16808,-383192
1721.TW,2024-11-26,1764000,1566000,198000,0,-3898,194102
1721.TW,2024-11-27,541000,1300000,-759000,0,-7207,-766207
1721.TW,2024-11-28,1524050,510000,1014050,0,5000,1019050
1721.TW,2024-11-29,402000,1074000,-672000,0,-1002,-673002
1721.TW,2024-12-02,489000,575000,-86000,0,-1633,-87633
1721.TW,2024-12-03,681000,255000,426000,0,1000,427000
1721.TW,2024-12-04,653000,536000,117000,0,8000,125000
1721.TW,2024-12-05,949000,3047000,-2098000,0,-178,-2098178
1721.TW,2024-12-06,620000,565000,55000,0,-7079,47921
1721.TW,2024-12-09,1750001,754000,996001,0,1819,997820
1721.TW,2024-12-10,970000,482000,488000,0,422,488422
1721.TW,2024-12-11,652000,498000,154000,0,-585,153415
1721.TW,2024-12-12,460000,440000,20000,0,-541,19459
1721.TW,2024-12-13,1483000,819000,664000,0,-61,663939
1721.TW,2024-12-16,1315000,717000,598000,0,-3623,594377
1721.TW,2024-12-17,232000,468000,-236000,0,-4000,-240000
1721.TW,2024-12-18,444000,359000,85000,0,-1233,83767
1721.TW,2024-12-19,944000,422000,522000,0,-3599,518401
1721.TW,2024-12-20,518000,761000,-243000,0,-16000,-259000
1721.TW,2024-12-23,964000,801000,163000,0,-2633,160367
1721.TW,2024-12-24,398000,623000,-225000,0,2262,-222738
1721.TW,2024-12-25,496050,213000,283050,0,-13000,270050
1721.TW,2024-12-26,531000,867000,-336000,0,-4787,-340787
1721.TW,2024-12-27,329000,450000,-121000,0,-5619,-126619
1721.TW,2024-12-30,233000,238000,-5000,0,-5297,-10297
1721.TW,2024-12-31,627000,262000,365000,0,9008,374008
1721.TW,2025-01-02,480000,573000,-93000,0,-7690,-100690
1721.TW,2025-01-03,385000,518000,-133000,0,-7051,-140051
1721.TW,2025-01-06,1105000,314000,791000,0,27851,818851
1721.TW,2025-01-07,244000,683000,-439000,0,1435,-437565
1721.TW,2025-01-08,679000,309000,370000,0,4553,374553
1721.TW,2025-01-09,524000,247000,277000,0,-8776,268224
1721.TW,2025-01-10,578000,388000,190000,0,4197,194197
1721.TW,2025-01-13,1300000,723000,577000,0,-7442,569558
1721.TW,2025-01-14,1134000,458000,676000,0,4000,680000
1721.TW,2025-01-15,618001,630000,-11999,0,6000,-5999
1721.TW,2025-01-16,562000,331000,231000,0,5000,236000
1721.TW,2025-01-17,242000,183000,59000,0,1791,60791
1721.TW,2025-01-20,309000,177000,132000,0,3974,135974
1721.TW,2025-01-21,505400,1139000,-633600,0,-21,-633621
1721.TW,2025-01-22,346000,295000,51000,0,1000,52000
1721.TW,2025-02-03,499000,512000,-13000,0,-4671,-17671
1721.TW,2025-02-04,292000,401000,-109000,0,-10774,-119774
1721.TW,2025-02-05,431000,467000,-36000,0,-4870,-40870
1721.TW,2025-02-06,769000,693000,76000,0,77,76077
1721.TW,2025-02-07,204000,249000,-45000,0,8309,-36691
1721.TW,2025-02-10,413000,203000,210000,0,-330,209670
1721.TW,2025-02-11,292000,336000,-44000,0,-17456,-61456
1721.TW,2025-02-12,352000,683000,-331000,0,-439,-331439
1721.TW,2025-02-13,892050,642000,250050,0,-8246,241804
1721.TW,2025-02-14,331000,413000,-82000,0,5037,-76963
1721.TW,2025-02-17,184000,431000,-247000,0,-781,-247781
1721.TW,2025-02-18,105000,426000,-321000,0,-2292,-323292
1721.TW,2025-02-19,624000,982000,-358000,0,905,-357095
1721.TW,2025-02-20,157000,290000,-133000,0,0,-133000
1721.TW,2025-02-21,444000,986000,-542000,0,-3897,-545897
1721.TW,2025-02-24,137000,471000,-334000,0,-3707,-337707
1721.TW,2025-02-25,533000,1043000,-510000,0,-10216,-520216
1721.TW,2025-02-26,272000,819000,-547000,0,-843,-547843
1721.TW,2025-02-27,726000,774000,-48000,0,-95,-48095
1721.TW,2025-03-03,366000,703000,-337000,0,0,-337000
1721.TW,2025-03-04,644000,630000,14000,0,-1054,12946
1721.TW,2025-03-05,689000,437000,252000,0,1694,253694
1721.TW,2025-03-06,653000,1717000,-1064000,0,-520,-1064520
1721.TW,2025-03-07,205000,658000,-453000,0,1326,-451674
1721.TW,2025-03-10,382000,210000,172000,0,-1566,170434
1721.TW,2025-03-11,641001,408000,233001,0,16738,249739
1721.TW,2025-03-12,70000,209000,-139000,0,26255,-112745
1721.TW,2025-03-13,182000,689000,-507000,0,745,-506255
1721.TW,2025-03-14,273000,231000,42000,0,-42470,-470
1721.TW,2025-03-17,99000,79000,20000,0,-2150,17850
1721.TW,2025-03-18,298000,151000,147000,0,-247,146753
1721.TW,2025-03-19,302000,207000,95000,0,-59,94941
1721.TW,2025-03-20,348000,34000,314000,0,2000,316000
1721.TW,2025-03-21,39600,181000,-141400,0,387,-141013
1721.TW,2025-03-24,197000,549000,-352000,0,-398,-352398
1721.TW,2025-03-25,66000,487000,-421000,0,469,-420531
1721.TW,2025-03-26,349000,223000,126000,0,-471,125529
1721.TW,2025-03-27,145000,125000,20000,0,106,20106
1721.TW,2025-03-28,432000,470000,-38000,0,-10167,-48167
1721.TW,2025-03-31,905001,490000,415001,0,-6000,409001
1721.TW,2025-04-01,434000,325289,108711,0,6998,115709
1721.TW,2025-04-02,196000,207000,-11000,0,-5159,-16159
1721.TW,2025-04-07,0,0,0,0,-739,-739
1721.TW,2025-04-08,4010,0,4010,0,900,4910
1721.TW,2025-04-09,1141001,960000,181001,0,-2997,178004
1721.TW,2025-04-10,243000,317000,-74000,0,0,-74000
1721.TW,2025-04-11,1065000,749000,316000,0,-10003,305997
1721.TW,2025-04-14,554000,750000,-196000,0,-3000,-199000
1721.TW,2025-04-15,376000,218000,158000,0,-31706,126294
1721.TW,2025-04-16,225000,299000,-74000,0,-15294,-89294
1721.TW,2025-04-17,286000,198000,88000,0,-10572,77428
1721.TW,2025-04-18,208000,226000,-18000,0,-6428,-24428
1721.TW,2025-04-21,137000,251000,-114000,0,0,-114000
1721.TW,2025-04-22,237001,141000,96001,0,414,96415
1721.TW,2025-04-23,230000,107000,123000,0,-154,122846
1721.TW,2025-04-24,157000,88000,69000,0,410,69410
1721.TW,2025-04-25,431000,93000,338000,0,-36,337964
1721.TW,2025-04-28,151000,53000,98000,0,-1048,96952
1721.TW,2025-04-29,119000,114000,5000,0,-343,4657
1721.TW,2025-04-30,40000,195000,-155000,0,352,-154648
1721.TW,2025-05-02,215000,158000,57000,0,-9,56991
1721.TW,2025-05-05,227000,186000,41000,0,414,41414
1721.TW,2025-05-06,181000,73000,108000,0,0,108000
1721.TW,2025-05-07,64000,74000,-10000,0,743,-9257
1721.TW,2025-05-08,442411,396000,46411,0,-703,45708
1721.TW,2025-05-09,245000,1002411,-757411,0,77023,-680388
1721.TW,2025-05-12,135001,216000,-80999,0,29524,-51475
1721.TW,2025-05-13,123000,175001,-52001,0,5367,-46634
1721.TW,2025-05-14,307400,250000,57400,0,33311,90711
1721.TW,2025-05-15,23000,232000,-209000,0,735,-208265
1721.TW,2025-05-16,115826,93000,22826,0,-74,22752
1721.TW,2025-05-19,56904,144026,-87122,0,-1084,-88206
1721.TW,2025-05-20,107000,186904,-79904,0,-349,-80253
1721.TW,2025-05-21,85600,90000,-4400,0,119,-4281
1721.TW,2025-05-22,31000,137000,-106000,0,-84,-106084
1721.TW,2025-05-23,206000,58000,148000,0,-848,147152
1721.TW,2025-05-26,58300,292000,-233700,0,-3399,-237099
1721.TW,2025-05-27,90000,145000,-55000,0,0,-55000
1721.TW,2025-05-28,815000,3608000,-2793000,0,-3281,-2796281
1721.TW,2025-05-29,169000,600000,-431000,0,-8000,-439000
1721.TW,2025-06-02,343000,353000,-10000,0,-1000,-11000
1721.TW,2025-06-03,104000,107000,-3000,0,-7377,-10377
1721.TW,2025-06-04,170050,131000,39050,0,-23,39027
1721.TW,2025-06-05,216000,198000,18000,0,370,18370
1721.TW,2025-06-06,176000,167000,9000,0,-10051,-1051
1721.TW,2025-06-09,22000,163000,-141000,0,-1286,-142286
1721.TW,2025-06-10,188000,181000,7000,0,943,7943
1721.TW,2025-06-11,136000,215000,-79000,0,5632,-73368
1721.TW,2025-06-12,19000,87000,-68000,0,775,-67225
1721.TW,2025-06-13,21000,400000,-379000,0,17,-378983
1721.TW,2025-06-16,129000,123000,6000,0,-371,5629
1721.TW,2025-06-17,99000,73000,26000,0,-10578,15422
1721.TW,2025-06-18,186000,55000,131000,0,-2361,128639
1721.TW,2025-06-19,36000,148000,-112000,0,201,-111799
1721.TW,2025-06-20,183000,94000,89000,0,-1722,87278
1721.TW,2025-06-23,227000,153000,74000,0,-161,73839
1721.TW,2025-06-24,155000,41000,114000,0,1172,115172
1721.TW,2025-06-25,63000,99000,-36000,0,792,-35208
1721.TW,2025-06-26,276000,96000,180000,0,-9343,170657
1721.TW,2025-06-27,191400,54000,137400,0,-61405,75995
1721.TW,2025-06-30,130030,113000,17030,0,-745,16285
1721.TW,2025-07-01,84000,32000,52000,0,8733,60733
1721.TW,2025-07-02,68000,92000,-24000,0,492,-23508
1721.TW,2025-07-03,292000,144000,148000,0,-18332,129668
