cost_bps,total_return,cagr,annual_volatility,sharpe,max_drawdown,monthly_hit_rate,avg_monthly_return,avg_monthly_turnover,annualized_turnover,net_alpha_vs_benchmark,cost_drag_per_year,final_nav,break_even_cost_bps
0.0,100.88515972950462,1.2092638592626543,0.4355867791510106,2.0702459264751027,-0.27040364281517426,0.7285714285714285,0.07514764626364917,0.5542857142857143,6.651428571428571,0.901917352540623,0.0,101.88515972950462,811.767578125
10.0,97.20604132207608,1.1953784992903724,0.43571078931827706,2.0543910055403645,-0.2733269683676889,0.7285714285714285,0.07459336054936344,0.5542857142857143,6.651428571428571,0.8880319925683411,0.006651428571428571,98.20604132207608,811.767578125
25.0,91.93107373496845,1.1746983294999285,0.43589887222733337,2.0306159068784915,-0.27769383312046914,0.7285714285714285,0.07376193197793487,0.5542857142857143,6.651428571428571,0.8673518227778971,0.01662857142857143,92.93107373496845,811.767578125
50.0,83.75207365993636,1.1406223576847463,0.43621784954687215,1.9910111729926443,-0.28492382237146385,0.7285714285714285,0.07237621769222057,0.5542857142857143,6.651428571428571,0.833275850962715,0.03325714285714286,84.75207365993636,811.767578125
100.0,69.46059972012442,1.0739142722701485,0.4368763962733051,1.9118850928420865,-0.299204772293724,0.7285714285714285,0.06960478912079202,0.5542857142857143,6.651428571428571,0.7665677655481171,0.06651428571428572,70.46059972012442,811.767578125
