variant,mean_monthly,sharpe_ann,max_dd,total_return
with_risk_penalty,0.07302959871192018,1.97531816194089,-0.2788503050293868,86.34679671380869
without_risk_penalty,0.06629319710070697,1.7188608791498068,-0.3320783995035004,52.21608252799044
