ticker,date,per,pbr,dividend_yield
2404.TW,2025-07-09,19.39,11.76,3.94
2404.TW,2025-07-10,19.52,11.84,3.92
2404.TW,2025-07-11,20.04,12.16,3.81
2404.TW,2025-07-14,19.74,11.98,3.87
2404.TW,2025-07-15,20.23,12.27,3.78
2404.TW,2025-07-16,19.8,12.01,3.86
2404.TW,2025-07-17,20.1,12.19,3.8
2404.TW,2025-07-18,20.73,12.57,3.69
2404.TW,2025-07-21,20.89,12.67,3.66
2404.TW,2025-07-22,20.37,12.36,3.75
2404.TW,2025-07-23,20.18,12.24,3.79
2404.TW,2025-07-24,20.7,12.56,3.69
2404.TW,2025-07-25,21.52,13.05,3.55
2404.TW,2025-07-28,21.46,13.02,3.56
2404.TW,2025-07-29,21.38,12.97,3.58
2404.TW,2025-07-30,21.27,12.9,3.59
2404.TW,2025-07-31,21.57,13.09,3.54
2404.TW,2025-08-01,22.39,13.58,3.41
2404.TW,2025-08-04,22.47,13.63,3.4
2404.TW,2025-08-05,22.26,13.5,3.44
2404.TW,2025-08-06,22.61,13.72,3.38
2404.TW,2025-08-07,24.85,15.07,3.08
2404.TW,2025-08-08,26.35,15.98,2.9
2404.TW,2025-08-11,26.49,16.07,2.89
2404.TW,2025-08-12,26.9,16.32,2.84
2404.TW,2025-08-13,27.84,15.93,2.67
2404.TW,2025-08-14,28.24,16.16,2.63
2404.TW,2025-08-15,28.9,16.54,2.57
2404.TW,2025-08-18,29.3,16.76,2.53
2404.TW,2025-08-19,28.51,16.31,2.6
2404.TW,2025-08-20,27.45,15.7,2.71
2404.TW,2025-08-21,28.11,16.08,2.64
2404.TW,2025-08-22,28.64,16.38,2.59
2404.TW,2025-08-25,29.7,16.99,2.5
2404.TW,2025-08-26,30.89,17.67,2.4
2404.TW,2025-08-27,31.56,18.05,2.35
2404.TW,2025-08-28,31.56,18.05,2.35
2404.TW,2025-08-29,32.62,18.66,2.28
2404.TW,2025-09-01,32.22,18.43,2.3
2404.TW,2025-09-02,29.04,16.61,2.56
2404.TW,2025-09-03,28.11,16.08,2.64
2404.TW,2025-09-04,27.45,15.7,2.71
2404.TW,2025-09-05,27.45,15.7,2.71
2404.TW,2025-09-08,27.98,16.0,2.65
2404.TW,2025-09-09,28.24,16.16,2.63
2404.TW,2025-09-10,27.98,16.0,2.65
2404.TW,2025-09-11,28.64,16.38,2.59
2404.TW,2025-09-12,28.24,16.16,2.63
2404.TW,2025-09-15,27.31,15.63,2.72
2404.TW,2025-09-16,27.58,15.78,2.69
2404.TW,2025-09-17,26.04,14.9,2.85
2404.TW,2025-09-18,26.12,14.94,2.84
2404.TW,2025-09-19,26.78,15.32,2.77
2404.TW,2025-09-22,26.12,14.94,2.84
