variant,mean_monthly,sharpe_ann,max_dd,total_return
with_risk_penalty,0.04896441438301616,1.4940101701842285,-0.4083188398267179,17.98587645458487
without_risk_penalty,0.041424835083304384,1.217613764914594,-0.4823857068727849,10.063998919491434
