variant,mean_monthly,sharpe_ann,max_dd,total_return,__note
with_narrative,0.04896441438301616,1.4940101701842285,-0.4083188398267179,17.98587645458487,
without_narrative,0.0490898567217846,1.4930255640880798,-0.40831883982671824,18.093180838903297,
narrative_score_alone_spearman,,,,0.058228952994997606,"rho=0.058, p=0.022"
