bucket,count,mean,median,hit_rate
Q1,350,0.04896441438301616,0.01595750357109904,0.5714285714285714
Q2,280,0.040672329370904446,0.016765837894326063,0.5857142857142857
Q3,280,0.036184272682976686,0.01706349847689792,0.5571428571428572
Q4,280,0.01204601381986095,0.0008740970862008979,0.5
Q5,350,0.014144110950592197,0.0036789201441165265,0.5228571428571429
