bucket,count,mean,median,hit_rate
Q1,350,0.05329868407440354,0.01740651615269817,0.5914285714285714
Q2,280,0.03132139822492981,0.011350970645750968,0.5428571428571428
Q3,280,0.025062455318612408,0.016738422842429768,0.5571428571428572
Q4,280,0.026109454095121495,0.002762265371255679,0.5107142857142857
Q5,350,0.014937287847267515,0.007167264576272037,0.5285714285714286
