variant,mean_monthly,sharpe_ann,max_dd,total_return
with_risk_penalty,0.053298684074403545,1.681170333314213,-0.3139803746590336,25.26454248702169
without_risk_penalty,0.05421520889659619,1.6491134665089668,-0.37288537730222693,25.884556016747002
