variant,mean_monthly,sharpe_ann,max_dd,total_return
with_risk_penalty,0.057933392682778174,1.6801410870265752,-0.28939754247056804,32.72966287096647
without_risk_penalty,0.06129565311116037,1.6627680897972754,-0.3518856488371609,38.480950476787086
