bucket,count,mean,median,hit_rate
Q1,840,0.0541531323144065,0.015647262516721328,0.5607142857142857
Q2,840,0.04214678240992305,0.014368680925860744,0.5726190476190476
Q3,770,0.03304838747705042,0.018501182720835896,0.5584415584415584
Q4,840,0.027163738523833265,0.009878059706278308,0.5476190476190477
Q5,840,0.036467718887316834,0.01983066340708184,0.575
