rank,date,ticker,company_name,theme,alpha_score,confidence_score,decision_zone,suggested_action,residual_alpha_score,revenue_confirmation_score,sector_relative_score,institutional_flow_score,narrative_score,capex_context_score,risk_penalty,risk_severity,main_positive_drivers,main_negative_drivers,risk_flags,data_quality,notes,rebalance_date,fwd_return_1m
40,2020-11-30,3450.TWO,聯鈞 Browave,optical_communication,-1.575,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.172,-0.283,-0.0,0.071,0.0,0.0,1.191,2,,valuation penalty -0.12,valuation_extreme(medium),2.5,,2020-11-30,-0.0014326710740479864
41,2020-11-30,2383.TW,台光電 Elite Material,pcb_substrate,-1.58,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.007,0.019,-0.0,-0.219,0.0,0.0,0.372,0,revenue accel +0.02,,,2.5,,2020-11-30,0.0064103194400320085
42,2020-11-30,6213.TW,聯茂 ITEQ,pcb_substrate,-1.605,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.272,-1.337,-0.0,0.037,0.0,0.0,0.033,0,,valuation penalty -0.01,,2.5,,2020-11-30,0.007299246363065226
43,2020-11-30,2377.TW,微星 MSI,ai_server_assembly,-1.78,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.699,-0.562,0.0,-0.232,0.0,0.0,0.288,0,,,,2.5,,2020-11-30,0.05999991740399824
44,2020-11-30,2356.TW,英業達 Inventec,ai_server_assembly,-1.848,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.06,-0.277,-0.0,-0.676,0.0,0.0,0.835,0,,,,2.5,,2020-11-30,0.03004287648880699
45,2020-11-30,2368.TW,金像電 Gold Circuit Electronics,pcb_substrate,-1.874,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.662,-0.769,-0.0,-0.077,0.0,0.0,0.366,0,,,,2.5,,2020-11-30,-0.021317915275244737
46,2020-11-30,2313.TW,華通 Compeq Manufacturing,pcb_substrate,-1.922,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.532,-0.431,-0.0,-0.388,0.0,0.0,0.572,0,,,,2.5,,2020-11-30,-0.09469313046364114
47,2020-11-30,6669.TW,緯穎 Wiwynn,ai_server_assembly,-1.95,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-2.51,0.734,-0.0,-0.086,0.0,0.0,0.088,0,revenue accel +0.73,,,2.5,,2020-11-30,0.03225826658340991
48,2020-11-30,3324.TWO,雙鴻 Asia Vital Components,thermal,-1.965,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.81,-0.849,0.0,-0.048,0.0,0.0,0.258,0,,valuation penalty -0.05,,2.5,,2020-11-30,-0.08154505233643816
49,2020-11-30,3105.TWO,穩懋 WIN Semi,semi_equipment,-2.048,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.247,-1.683,-0.0,0.144,0.0,0.0,0.261,0,CAPEX context +0.50,valuation penalty -0.05,,2.5,,2020-11-30,0.032835854104898976
50,2020-11-30,6274.TWO,台燿 Taiwan Union Tech,pcb_substrate,-2.604,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.321,-1.313,-0.0,0.054,0.0,0.0,1.024,3,,,revenue_not_confirmed(high),2.5,,2020-11-30,0.034188128322042655
51,2020-11-30,3131.TWO,弘塑 Grand Process Technology,semi_equipment,-2.658,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.263,-0.807,-0.0,-0.009,0.0,0.0,0.578,0,CAPEX context +0.50,valuation penalty -0.12,,2.5,,2020-11-30,0.06998654401384807
52,2020-11-30,3017.TW,奇鋐 Auras Technology,thermal,-2.889,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.688,-0.954,0.0,-0.069,0.0,0.0,1.178,3,,,revenue_not_confirmed(high),2.5,,2020-11-30,-0.1055479087267569
53,2020-11-30,2421.TW,建準 Sunon,thermal,-2.945,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.149,-1.215,-0.0,-0.349,0.0,0.0,0.232,0,,,,2.5,,2020-11-30,-0.0444048702303812
54,2020-11-30,4979.TWO,華星光通 PCL Tech,optical_communication,-3.337,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.948,-0.828,-0.0,0.043,0.0,0.0,1.604,3,,,revenue_not_confirmed(high),2.5,,2020-11-30,-0.04938273404687632
55,2020-11-30,3653.TW,健策 KEDGE,thermal,-3.651,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.836,-0.872,-0.0,-0.176,0.0,0.0,0.767,0,,valuation penalty -0.15,,2.5,,2020-11-30,-0.11290321427575667
56,2020-11-30,3231.TW,緯創 Wistron,ai_server_assembly,-3.921,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.692,-0.392,0.0,-1.0,0.0,0.0,1.838,3,,,revenue_not_confirmed(high),2.5,,2020-11-30,0.0385259676536871
57,2020-11-30,2376.TW,技嘉 GIGABYTE,ai_server_assembly,-3.986,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.053,-1.909,0.0,-0.444,0.0,0.0,0.58,0,,,,2.5,,2020-11-30,-0.008917134602471122
58,2020-11-30,8996.TW,高力 KAORI,thermal,-4.003,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.954,-0.964,0.0,0.013,0.0,0.0,2.098,5,,valuation penalty -0.12,excessive_drawdown(high); valuation_extreme(medium),2.5,,2020-11-30,0.01289142440432145
59,2020-11-30,3680.TW,家登 Gudeng Precision,semi_equipment,-6.464,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.879,-1.712,0.0,-0.012,0.0,0.0,3.862,10,CAPEX context +0.50,valuation penalty -0.17,high_beta_ai(high); revenue_not_confirmed(high); valuation_extreme(medium); valuation_extreme(medium),2.5,,2020-11-30,-0.05390407269159514
1,2020-12-31,2344.TW,華邦電 Winbond,memory_hbm,4.163,3.5,Watchlist,Capped by risk flags — do not size up.,3.455,2.072,0.0,1.0,0.0,0.0,2.365,6,residual alpha +3.45; revenue accel +2.07,valuation penalty -0.11,overbought(high); valuation_extreme(high),2.5,,2020-12-31,-0.08950078168085207
2,2020-12-31,2327.TW,國巨 Yageo,passive_components,3.376,3.5,Strong Candidate,Research priority — confirm fundamentals + position sizing.,1.37,2.884,-0.0,0.374,0.0,0.0,1.251,3,residual alpha +1.37; revenue accel +2.88,valuation penalty -0.07,overbought(high),2.5,,2020-12-31,0.10810805008148461
3,2020-12-31,2436.TW,偉詮電 Weltrend,semi_equipment,1.902,3.5,Neutral,No urgency.,2.73,0.788,0.0,-0.222,0.0,0.0,1.394,3,CAPEX context +0.50; residual alpha +2.73; revenue accel +0.79,valuation penalty -0.10,overbought(high),2.5,,2020-12-31,-0.13393750520813597
4,2020-12-31,2492.TW,華新科 Walsin Technology,passive_components,1.72,3.5,Neutral,No urgency.,1.444,1.147,0.0,0.048,0.0,0.0,0.919,3,residual alpha +1.44; revenue accel +1.15,valuation penalty -0.00,overbought(high),2.5,,2020-12-31,-0.04338392209759889
5,2020-12-31,2404.TW,漢唐 United Integrated Services,facility_cleanroom,1.698,3.5,Neutral,No urgency.,0.111,2.027,-0.0,-0.062,0.0,0.0,0.378,0,CAPEX context +0.50; residual alpha +0.11; revenue accel +2.03,,,2.5,,2020-12-31,0.10648160390158257
6,2020-12-31,3583.TW,辛耘 Sun Tech,semi_equipment,1.45,2.5,Neutral,No urgency.,-1.174,2.777,-0.0,-0.081,0.0,0.0,0.073,0,CAPEX context +0.50; revenue accel +2.78,,,2.5,,2020-12-31,-0.03627765696499874
7,2020-12-31,2308.TW,台達電 Delta Electronics,power_grid_energy,1.428,3.5,Neutral,No urgency.,1.072,0.624,0.0,0.303,0.0,0.0,0.571,0,residual alpha +1.07; revenue accel +0.62,valuation penalty -0.11,,2.5,,2020-12-31,0.07414467387515877
8,2020-12-31,6187.TWO,萬潤 Wan Run,semi_equipment,1.15,3.5,Neutral,No urgency.,0.088,1.759,-0.0,-0.036,0.0,0.0,0.66,0,CAPEX context +0.50; residual alpha +0.09; revenue accel +1.76,valuation penalty -0.13,,2.5,,2020-12-31,0.2275785668999457
9,2020-12-31,6196.TW,帆宣 Marketech International,facility_cleanroom,1.099,2.5,Neutral,No urgency.,-0.077,1.492,0.0,-0.017,0.0,0.0,0.3,0,CAPEX context +0.50; revenue accel +1.49,valuation penalty -0.06,,2.5,,2020-12-31,-0.025751191664613926
10,2020-12-31,6488.TWO,環球晶 GlobalWafers,gases_chemicals,1.054,3.5,Neutral,No urgency.,2.651,0.221,-0.0,0.101,0.0,0.0,1.918,5,residual alpha +2.65; revenue accel +0.22,valuation penalty -0.08,overbought(high); valuation_extreme(medium),2.5,,2020-12-31,-0.11344910853177703
11,2020-12-31,1513.TW,中興電 Chung-Hsin Electric,power_grid_energy,0.385,2.5,Neutral,No urgency.,-0.652,1.363,-0.0,-0.099,0.0,0.0,0.227,0,revenue accel +1.36,valuation penalty -0.05,,2.5,,2020-12-31,-0.10634313918011329
12,2020-12-31,4967.TW,十銓 Team Group,memory_hbm,0.226,3.5,Neutral,No urgency.,1.697,0.874,0.0,-0.054,0.0,0.0,2.291,6,residual alpha +1.70; revenue accel +0.87,valuation penalty -0.10,overbought(high); price_up_revenue_down(high),2.5,,2020-12-31,-0.10019837153213607
13,2020-12-31,2351.TW,順德 SDI,gases_chemicals,0.025,3.5,Neutral,No urgency.,1.629,0.861,0.0,0.065,0.0,0.0,2.53,6,residual alpha +1.63; revenue accel +0.86,valuation penalty -0.15,overbought(high); valuation_extreme(high),2.5,,2020-12-31,-0.15274953227383226
14,2020-12-31,6669.TW,緯穎 Wiwynn,ai_server_assembly,-0.131,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.297,0.233,0.0,-0.035,0.0,0.0,0.032,0,revenue accel +0.23,valuation penalty -0.01,,2.5,,2020-12-31,0.17329537524339078
15,2020-12-31,3491.TWO,昇達科 Microelectronics Technology,leo_satellite,-0.165,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.25,0.496,0.0,-0.047,0.0,0.0,0.364,0,revenue accel +0.50,valuation penalty -0.07,,2.5,,2020-12-31,-0.020949713692803962
16,2020-12-31,6282.TW,康舒 ACBEL Polytech,power_grid_energy,-0.21,3.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.105,0.492,0.0,0.028,0.0,0.0,0.835,0,residual alpha +0.11; revenue accel +0.49,,,2.5,,2020-12-31,-0.025906823874880303
17,2020-12-31,6271.TW,同欣電 Tong Hsing,inspection,-0.28,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.405,1.233,-0.0,-0.072,0.0,0.0,0.037,0,CAPEX context +0.50; revenue accel +1.23,valuation penalty -0.01,,2.5,,2020-12-31,0.18361604900782402
18,2020-12-31,5536.TW,聖暉 Acter Group,facility_cleanroom,-0.329,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.0,0.33,-0.0,-0.054,0.0,0.0,0.606,0,CAPEX context +0.50; revenue accel +0.33,,,2.5,,2020-12-31,0.0
19,2020-12-31,3260.TWO,威剛 ADATA,memory_hbm,-0.351,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.01,-0.33,-0.0,0.021,0.0,0.0,0.032,0,,,,2.5,,2020-12-31,-0.0479451407252246
20,2020-12-31,6442.TW,光聖 Luxnet Corp,optical_communication,-0.358,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.126,0.81,0.0,-0.046,0.0,0.0,0.996,0,revenue accel +0.81,,,2.5,,2020-12-31,-0.023569156253322454
21,2020-12-31,2408.TW,南亞科 Nanya Tech,memory_hbm,-0.395,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,1.292,-1.085,-0.0,0.551,0.0,0.0,1.152,3,residual alpha +1.29,valuation penalty -0.05,overbought(high),2.5,,2020-12-31,-0.07949310993585734
22,2020-12-31,1514.TW,亞力 Allis Electric,power_grid_energy,-0.429,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.173,0.145,-0.0,-0.039,0.0,0.0,0.363,0,revenue accel +0.15,,,2.5,,2020-12-31,-0.09770130335187799
23,2020-12-31,5347.TWO,世界先進 Vanguard,indirect,-0.465,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.007,0.074,0.0,0.121,0.0,0.0,0.654,0,revenue accel +0.07,valuation penalty -0.13,,2.5,,2020-12-31,-0.03448280378549118
24,2020-12-31,3363.TWO,上詮 LuxNet,optical_communication,-0.476,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.585,0.246,0.0,-0.05,0.0,0.0,0.086,0,revenue accel +0.25,,,2.5,,2020-12-31,-0.10896310268511733
25,2020-12-31,2383.TW,台光電 Elite Material,pcb_substrate,-0.58,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.577,0.496,-0.0,-0.178,0.0,0.0,0.322,0,revenue accel +0.50,,,2.5,,2020-12-31,-0.041401285329838
26,2020-12-31,4977.TW,眾達-KY Applied Optoelectronics,optical_communication,-0.643,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.696,0.206,-0.0,-0.071,0.0,0.0,0.083,0,revenue accel +0.21,,,2.5,,2020-12-31,-0.09210528367219817
27,2020-12-31,2382.TW,廣達 Quanta,ai_server_assembly,-0.647,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.202,-0.413,0.0,0.404,0.0,0.0,0.437,0,,,,2.5,,2020-12-31,-0.002472249467373344
28,2020-12-31,6285.TW,啟碁 Wistron NeWeb,leo_satellite,-0.744,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.513,0.059,-0.0,-0.233,0.0,0.0,0.057,0,revenue accel +0.06,,,2.5,,2020-12-31,-0.024453185183690107
29,2020-12-31,3037.TW,欣興 Unimicron,pcb_substrate,-0.756,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.963,-0.464,0.0,1.0,0.0,0.0,0.329,0,,valuation penalty -0.07,,2.5,,2020-12-31,-0.010297481389586638
30,2020-12-31,3081.TWO,聯亞 LandMark Optoelectronics,optical_communication,-0.779,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.344,1.075,0.0,-0.02,0.0,0.0,1.49,2,revenue accel +1.07,valuation penalty -0.18,valuation_extreme(medium),2.5,,2020-12-31,-0.03185847504748318
31,2020-12-31,3587.TW,閎康 Materials Analysis Technology,inspection,-0.813,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.439,0.071,0.0,-0.053,0.0,0.0,0.392,0,CAPEX context +0.50; revenue accel +0.07,,,2.5,,2020-12-31,0.13223164670308707
32,2020-12-31,2451.TW,創見 Transcend,memory_hbm,-0.859,3.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.173,0.207,-0.0,-0.153,0.0,0.0,1.086,3,residual alpha +0.17; revenue accel +0.21,,revenue_not_confirmed(high),2.5,,2020-12-31,-0.05230767438776862
33,2020-12-31,1504.TW,東元 TECO,power_grid_energy,-0.945,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.246,0.135,-0.0,-0.324,0.0,0.0,0.51,0,revenue accel +0.13,,,2.5,,2020-12-31,-0.03074141487176374
34,2020-12-31,8358.TW,金居 Co-Tech Development,pcb_substrate,-1.14,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,1.923,-1.352,0.0,0.193,0.0,0.0,1.904,6,residual alpha +1.92,valuation penalty -0.02,overbought(high); price_up_revenue_down(high),2.5,,2020-12-31,-0.026266385364808187
35,2020-12-31,2357.TW,華碩 ASUS,ai_server_assembly,-1.257,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.122,-0.119,-0.0,-0.111,0.0,0.0,0.905,0,,,,2.5,,2020-12-31,0.14371265112309284
36,2020-12-31,1519.TW,華城 Hua Eng Wire,power_grid_energy,-1.383,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.298,0.211,-0.0,-0.013,0.0,0.0,1.283,3,revenue accel +0.21,valuation penalty -0.08,revenue_not_confirmed(high),2.5,,2020-12-31,-0.13782707090811175
37,2020-12-31,3105.TWO,穩懋 WIN Semi,semi_equipment,-1.473,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.124,-1.127,-0.0,-0.004,0.0,0.0,0.217,0,CAPEX context +0.50,valuation penalty -0.04,,2.5,,2020-12-31,0.19653178851136577
38,2020-12-31,8996.TW,高力 KAORI,thermal,-1.549,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.743,0.429,0.0,-0.04,0.0,0.0,1.195,2,revenue accel +0.43,valuation penalty -0.12,valuation_extreme(medium),2.5,,2020-12-31,0.012727274392695831
39,2020-12-31,8299.TWO,群聯 Phison,memory_hbm,-1.55,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.505,-0.449,-0.0,-0.059,0.0,0.0,1.547,3,residual alpha +0.50,,price_up_revenue_down(high),2.5,,2020-12-31,0.13984955682324962
40,2020-12-31,3450.TWO,聯鈞 Browave,optical_communication,-1.655,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.408,-0.013,0.0,-0.069,0.0,0.0,1.165,2,,valuation penalty -0.11,valuation_extreme(medium),2.5,,2020-12-31,-0.13199436660062536
41,2020-12-31,2356.TW,英業達 Inventec,ai_server_assembly,-1.663,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.269,-0.58,-0.0,0.284,0.0,0.0,1.636,3,residual alpha +0.27,,revenue_not_confirmed(high),2.5,,2020-12-31,-0.03124987197057394
42,2020-12-31,2421.TW,建準 Sunon,thermal,-1.665,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.28,-0.847,0.0,-0.248,0.0,0.0,0.29,0,,,,2.5,,2020-12-31,-0.027881176506976413
43,2020-12-31,6213.TW,聯茂 ITEQ,pcb_substrate,-1.892,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.512,-1.265,-0.0,-0.096,0.0,0.0,0.019,0,,valuation penalty -0.00,,2.5,,2020-12-31,-0.028985548139590644
44,2020-12-31,6139.TW,亞翔工程 Acter,facility_cleanroom,-1.946,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.007,-0.691,0.0,-0.04,0.0,0.0,1.222,3,CAPEX context +0.50; residual alpha +0.01,,revenue_not_confirmed(high),2.5,,2020-12-31,-0.015100613757569992
45,2020-12-31,2368.TW,金像電 Gold Circuit Electronics,pcb_substrate,-2.024,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.94,-1.07,-0.0,0.399,0.0,0.0,0.414,0,,,,2.5,,2020-12-31,0.03168326330218618
46,2020-12-31,2377.TW,微星 MSI,ai_server_assembly,-2.224,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.675,-1.36,0.0,-0.014,0.0,0.0,0.175,0,,,,2.5,,2020-12-31,-0.015094280814518912
47,2020-12-31,8046.TW,南電 Nan Ya PCB,pcb_substrate,-2.242,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.304,0.29,0.0,-0.007,0.0,0.0,2.221,5,revenue accel +0.29,valuation penalty -0.14,overbought(high); valuation_extreme(medium),2.5,,2020-12-31,0.24175831315006557
48,2020-12-31,3324.TWO,雙鴻 Asia Vital Components,thermal,-2.284,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.978,-0.995,0.0,-0.198,0.0,0.0,0.113,0,,valuation penalty -0.02,,2.5,,2020-12-31,-0.009345632115957958
49,2020-12-31,6274.TWO,台燿 Taiwan Union Tech,pcb_substrate,-2.452,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.106,-1.385,0.0,0.037,0.0,0.0,0.999,3,,,revenue_not_confirmed(high),2.5,,2020-12-31,-0.0867768888418442
50,2020-12-31,4979.TWO,華星光通 PCL Tech,optical_communication,-2.507,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.019,-0.677,-0.0,-0.054,0.0,0.0,0.757,0,,,,2.5,,2020-12-31,-0.17439696799858329
51,2020-12-31,3017.TW,奇鋐 Auras Technology,thermal,-2.776,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.086,-0.802,-0.0,-0.436,0.0,0.0,0.453,0,,,,2.5,,2020-12-31,-0.0030257478988441333
52,2020-12-31,2313.TW,華通 Compeq Manufacturing,pcb_substrate,-2.866,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.849,-0.396,-0.0,-0.964,0.0,0.0,0.657,0,,,,2.5,,2020-12-31,-0.024137894298367546
53,2020-12-31,3131.TWO,弘塑 Grand Process Technology,semi_equipment,-2.938,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.639,-1.714,0.0,-0.05,0.0,0.0,0.536,0,CAPEX context +0.50,valuation penalty -0.11,,2.5,,2020-12-31,-0.10691822773727122
54,2020-12-31,3189.TW,景碩 Kinsus,pcb_substrate,-2.975,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.481,-1.077,-0.0,-0.099,0.0,0.0,1.318,3,,valuation penalty -0.08,valuation_extreme(high),2.5,,2020-12-31,-0.03461066149551495
55,2020-12-31,3231.TW,緯創 Wistron,ai_server_assembly,-3.181,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.412,-1.113,-0.0,-0.748,0.0,0.0,0.908,0,,,,2.5,,2020-12-31,0.008064609153183078
56,2020-12-31,3413.TW,京鼎 KE Holdings,semi_equipment,-3.19,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.443,-2.489,-0.0,0.01,0.0,0.0,0.268,0,CAPEX context +0.50,,,2.5,,2020-12-31,0.028571381344205005
57,2020-12-31,3653.TW,健策 KEDGE,thermal,-3.792,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.379,-0.809,-0.0,-0.057,0.0,0.0,1.547,3,,valuation penalty -0.13,excessive_drawdown(high),2.5,,2020-12-31,0.1858585516692819
58,2020-12-31,2376.TW,技嘉 GIGABYTE,ai_server_assembly,-3.971,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.811,-2.399,-0.0,-0.207,0.0,0.0,0.555,0,,,,2.5,,2020-12-31,0.01413875349490512
59,2020-12-31,3680.TW,家登 Gudeng Precision,semi_equipment,-4.251,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.736,-1.108,-0.0,-0.069,0.0,0.0,2.339,5,CAPEX context +0.50,valuation penalty -0.17,high_beta_ai(high); valuation_extreme(medium),2.5,,2020-12-31,0.2747251335775398
1,2021-01-29,2327.TW,國巨 Yageo,passive_components,2.851,3.5,Strong Candidate,Research priority — confirm fundamentals + position sizing.,2.259,1.564,0.0,0.364,0.0,0.0,1.336,3,residual alpha +2.26; revenue accel +1.56,valuation penalty -0.09,overbought(high),2.5,,2021-01-29,0.03310111628345003
2,2021-01-29,3583.TW,辛耘 Sun Tech,semi_equipment,2.105,2.5,Watchlist,Track — needs further confirmation.,-0.74,2.948,-0.0,-0.012,0.0,0.0,0.09,0,CAPEX context +0.50; revenue accel +2.95,,,2.5,,2021-01-29,0.03436997523751151
3,2021-01-29,6271.TW,同欣電 Tong Hsing,inspection,2.006,3.5,Watchlist,Track — needs further confirmation.,1.337,0.694,0.0,0.196,0.0,0.0,0.221,0,CAPEX context +0.50; residual alpha +1.34; revenue accel +0.69,valuation penalty -0.04,,2.5,,2021-01-29,0.023866227041748456
4,2021-01-29,2308.TW,台達電 Delta Electronics,power_grid_energy,1.129,3.5,Neutral,No urgency.,2.49,0.711,0.0,-0.522,0.0,0.0,1.55,3,residual alpha +2.49; revenue accel +0.71,valuation penalty -0.13,overbought(high),2.5,,2021-01-29,-0.0070796641972366015
5,2021-01-29,2344.TW,華邦電 Winbond,memory_hbm,1.025,3.5,Neutral,No urgency.,1.136,3.215,-0.0,-1.0,0.0,0.0,2.325,6,residual alpha +1.14; revenue accel +3.21,valuation penalty -0.11,overbought(high); valuation_extreme(high),2.5,,2021-01-29,0.15500944176910725
6,2021-01-29,8358.TW,金居 Co-Tech Development,pcb_substrate,0.985,2.5,Neutral,No urgency.,1.234,-0.758,-0.0,0.694,0.0,0.0,0.185,0,residual alpha +1.23,valuation penalty -0.04,,2.5,,2021-01-29,0.14258189502488383
7,2021-01-29,2492.TW,華新科 Walsin Technology,passive_components,0.916,3.5,Neutral,No urgency.,0.192,0.864,-0.0,-0.077,0.0,0.0,0.063,0,residual alpha +0.19; revenue accel +0.86,,,2.5,,2021-01-29,0.1519274966863362
8,2021-01-29,6442.TW,光聖 Luxnet Corp,optical_communication,0.863,3.5,Neutral,No urgency.,0.605,1.28,0.0,-0.011,0.0,0.0,1.011,0,residual alpha +0.61; revenue accel +1.28,,,2.5,,2021-01-29,0.09482771883850005
9,2021-01-29,2408.TW,南亞科 Nanya Tech,memory_hbm,0.847,3.5,Neutral,No urgency.,1.037,0.086,-0.0,-0.128,0.0,0.0,0.148,0,residual alpha +1.04; revenue accel +0.09,valuation penalty -0.03,,2.5,,2021-01-29,0.20775966691338965
10,2021-01-29,8996.TW,高力 KAORI,thermal,0.784,2.5,Neutral,No urgency.,-0.073,2.04,-0.0,-0.01,0.0,0.0,1.173,2,revenue accel +2.04,valuation penalty -0.11,valuation_extreme(medium),2.5,,2021-01-29,-0.05206468175425216
11,2021-01-29,6187.TWO,萬潤 Wan Run,semi_equipment,0.718,3.5,Neutral,No urgency.,0.898,1.209,0.0,-0.047,0.0,0.0,1.343,2,CAPEX context +0.50; residual alpha +0.90; revenue accel +1.21,valuation penalty -0.15,valuation_extreme(medium),2.5,,2021-01-29,0.08219173820184178
12,2021-01-29,3260.TWO,威剛 ADATA,memory_hbm,0.469,3.5,Neutral,No urgency.,0.3,0.431,-0.0,-0.164,0.0,0.0,0.098,0,residual alpha +0.30; revenue accel +0.43,,,2.5,,2021-01-29,0.24172642075761663
13,2021-01-29,8299.TWO,群聯 Phison,memory_hbm,0.335,3.5,Neutral,No urgency.,1.425,0.312,0.0,0.02,0.0,0.0,1.422,3,residual alpha +1.43; revenue accel +0.31,,price_up_revenue_down(high),2.5,,2021-01-29,0.21240107866298685
14,2021-01-29,6488.TWO,環球晶 GlobalWafers,gases_chemicals,0.236,3.5,Neutral,No urgency.,1.163,0.394,0.0,-0.068,0.0,0.0,1.252,3,residual alpha +1.16; revenue accel +0.39,valuation penalty -0.07,overbought(high),2.5,,2021-01-29,0.19354815276648885
15,2021-01-29,3491.TWO,昇達科 Microelectronics Technology,leo_satellite,0.168,2.5,Neutral,No urgency.,-0.062,0.644,0.0,-0.03,0.0,0.0,0.384,0,revenue accel +0.64,valuation penalty -0.08,,2.5,,2021-01-29,0.10698991638817157
16,2021-01-29,2436.TW,偉詮電 Weltrend,semi_equipment,0.032,3.5,Neutral,No urgency.,0.608,0.785,-0.0,-0.143,0.0,0.0,1.217,3,CAPEX context +0.50; residual alpha +0.61; revenue accel +0.79,valuation penalty -0.06,overbought(high),2.5,,2021-01-29,0.08837193193431969
17,2021-01-29,6196.TW,帆宣 Marketech International,facility_cleanroom,-0.028,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.596,0.816,-0.0,0.062,0.0,0.0,0.309,0,CAPEX context +0.50; revenue accel +0.82,valuation penalty -0.06,,2.5,,2021-01-29,0.008810641257738006
18,2021-01-29,2351.TW,順德 SDI,gases_chemicals,-0.056,3.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.477,0.79,-0.0,-0.052,0.0,0.0,1.272,2,residual alpha +0.48; revenue accel +0.79,valuation penalty -0.13,valuation_extreme(medium),2.5,,2021-01-29,0.06730775128481148
