rank,date,ticker,company_name,theme,alpha_score,confidence_score,decision_zone,suggested_action,residual_alpha_score,revenue_confirmation_score,sector_relative_score,institutional_flow_score,narrative_score,capex_context_score,risk_penalty,risk_severity,main_positive_drivers,main_negative_drivers,risk_flags,data_quality,notes,rebalance_date,fwd_return_1m
1,2020-06-30,2421.TW,建準 Sunon,thermal,1.595,3.5,Neutral,No urgency.,2.368,0.086,-0.0,0.1,0.0,0.0,0.959,3,residual alpha +2.37; revenue accel +0.09,valuation penalty -0.01,overbought(high),2.5,,2020-06-30,0.12017620087638692
2,2020-06-30,2308.TW,台達電 Delta Electronics,power_grid_energy,1.408,2.5,Neutral,No urgency.,2.29,-0.46,0.0,0.667,0.0,0.0,1.089,3,residual alpha +2.29,valuation penalty -0.04,price_up_revenue_down(high),2.5,,2020-06-30,0.2303225947877936
3,2020-06-30,3189.TW,景碩 Kinsus,pcb_substrate,1.351,3.5,Neutral,No urgency.,2.016,0.996,0.0,0.175,0.0,0.0,1.837,3,residual alpha +2.02; revenue accel +1.00,,overbought(high),2.5,,2020-06-30,0.10099595604801048
4,2020-06-30,2404.TW,漢唐 United Integrated Services,facility_cleanroom,1.184,2.5,Neutral,No urgency.,-0.162,1.666,-0.0,-0.096,0.0,0.0,0.225,0,CAPEX context +0.50; revenue accel +1.67,,,2.5,,2020-06-30,0.02238820290089394
5,2020-06-30,3231.TW,緯創 Wistron,ai_server_assembly,1.137,2.5,Neutral,No urgency.,2.092,-0.534,0.0,1.0,0.0,0.0,1.421,3,residual alpha +2.09,,overbought(high),2.5,,2020-06-30,0.01744892884016802
6,2020-06-30,5347.TWO,世界先進 Vanguard,indirect,1.034,3.5,Neutral,No urgency.,0.575,0.727,0.0,0.119,0.0,0.0,0.387,0,residual alpha +0.58; revenue accel +0.73,valuation penalty -0.08,,2.5,,2020-06-30,0.273386464253484
7,2020-06-30,6442.TW,光聖 Luxnet Corp,optical_communication,0.826,3.5,Neutral,No urgency.,0.162,1.601,-0.0,-0.024,0.0,0.0,0.913,0,residual alpha +0.16; revenue accel +1.60,,,2.5,,2020-06-30,0.002777616204471922
8,2020-06-30,2382.TW,廣達 Quanta,ai_server_assembly,0.634,2.5,Neutral,No urgency.,-0.09,0.003,-0.0,0.779,0.0,0.0,0.057,0,revenue accel +0.00,,,2.5,,2020-06-30,0.15211265573020327
9,2020-06-30,5536.TW,聖暉 Acter Group,facility_cleanroom,0.605,3.5,Neutral,No urgency.,0.64,0.467,-0.0,-0.039,0.0,0.0,0.464,0,CAPEX context +0.50; residual alpha +0.64; revenue accel +0.47,,,2.5,,2020-06-30,-0.009346389648232423
10,2020-06-30,3037.TW,欣興 Unimicron,pcb_substrate,0.467,2.5,Neutral,No urgency.,1.107,-0.082,0.0,0.484,0.0,0.0,1.042,3,residual alpha +1.11,valuation penalty -0.03,overbought(high),2.5,,2020-06-30,0.310635789171384
11,2020-06-30,1513.TW,中興電 Chung-Hsin Electric,power_grid_energy,0.455,3.5,Neutral,No urgency.,0.201,0.462,-0.0,-0.027,0.0,0.0,0.18,0,residual alpha +0.20; revenue accel +0.46,,,2.5,,2020-06-30,0.10669072203619945
12,2020-06-30,3081.TWO,聯亞 LandMark Optoelectronics,optical_communication,0.064,2.5,Neutral,No urgency.,-1.272,2.885,0.0,-0.049,0.0,0.0,1.5,2,revenue accel +2.88,valuation penalty -0.18,valuation_extreme(medium),2.5,,2020-06-30,-0.09169542571171063
13,2020-06-30,2356.TW,英業達 Inventec,ai_server_assembly,0.027,2.5,Neutral,No urgency.,-0.245,0.146,-0.0,0.756,0.0,0.0,0.629,0,revenue accel +0.15,,,2.5,,2020-06-30,0.04506207147663477
14,2020-06-30,2436.TW,偉詮電 Weltrend,semi_equipment,-0.048,3.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.142,1.002,-0.0,-0.014,0.0,0.0,1.178,2,CAPEX context +0.50; residual alpha +0.14; revenue accel +1.00,valuation penalty -0.12,valuation_extreme(medium),2.5,,2020-06-30,0.12030091129600051
15,2020-06-30,4979.TWO,華星光通 PCL Tech,optical_communication,-0.067,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,2.349,-0.804,-0.0,-0.038,0.0,0.0,1.574,3,residual alpha +2.35,,overbought(high),2.5,,2020-06-30,0.16907217599232327
16,2020-06-30,2327.TW,國巨 Yageo,passive_components,-0.154,3.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.046,1.372,0.0,-0.122,0.0,0.0,1.45,3,residual alpha +0.05; revenue accel +1.37,valuation penalty -0.11,overbought(high),2.5,,2020-06-30,0.020997503018288288
17,2020-06-30,6187.TWO,萬潤 Wan Run,semi_equipment,-0.17,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.014,1.38,-0.0,-0.021,0.0,0.0,0.514,0,CAPEX context +0.50; revenue accel +1.38,valuation penalty -0.10,,2.5,,2020-06-30,0.5404161807011574
18,2020-06-30,2377.TW,微星 MSI,ai_server_assembly,-0.203,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.103,-0.362,-0.0,0.204,0.0,0.0,0.148,0,residual alpha +0.10,,,2.5,,2020-06-30,0.21395358290662636
19,2020-06-30,3653.TW,健策 KEDGE,thermal,-0.304,3.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.49,0.956,0.0,-0.036,0.0,0.0,1.714,3,residual alpha +0.49; revenue accel +0.96,valuation penalty -0.16,overbought(high),2.5,,2020-06-30,0.12345685588279509
20,2020-06-30,1514.TW,亞力 Allis Electric,power_grid_energy,-0.454,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.599,-0.375,-0.0,-0.041,0.0,0.0,0.636,0,residual alpha +0.60,,,2.5,,2020-06-30,0.11711699437803458
21,2020-06-30,6488.TWO,環球晶 GlobalWafers,gases_chemicals,-0.551,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.111,-0.166,0.0,-0.065,0.0,0.0,0.209,0,,,,2.5,,2020-06-30,0.11111195623390735
22,2020-06-30,2376.TW,技嘉 GIGABYTE,ai_server_assembly,-0.592,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.314,-0.654,0.0,-0.07,0.0,0.0,0.182,0,residual alpha +0.31,,,2.5,,2020-06-30,0.3219025898728025
23,2020-06-30,3363.TWO,上詮 LuxNet,optical_communication,-0.65,3.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.977,0.131,0.0,-0.022,0.0,0.0,1.736,3,residual alpha +0.98; revenue accel +0.13,,overbought(high),2.5,,2020-06-30,-0.08909088064958237
24,2020-06-30,8299.TWO,群聯 Phison,memory_hbm,-0.714,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.549,0.586,0.0,-0.113,0.0,0.0,0.639,0,revenue accel +0.59,,,2.5,,2020-06-30,0.045107799702082785
25,2020-06-30,3413.TW,京鼎 KE Holdings,semi_equipment,-0.729,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.032,0.31,0.0,0.025,0.0,0.0,1.032,3,CAPEX context +0.50; revenue accel +0.31,valuation penalty -0.03,overbought(high),2.5,,2020-06-30,0.1762967347164559
26,2020-06-30,2357.TW,華碩 ASUS,ai_server_assembly,-0.767,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.413,-0.43,0.0,-0.082,0.0,0.0,0.668,0,residual alpha +0.41,,,2.5,,2020-06-30,0.0023147866683159712
27,2020-06-30,3260.TWO,威剛 ADATA,memory_hbm,-0.777,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.766,0.307,0.0,-0.03,0.0,0.0,0.288,0,revenue accel +0.31,,,2.5,,2020-06-30,0.08815740692655671
28,2020-06-30,2408.TW,南亞科 Nanya Tech,memory_hbm,-0.844,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.785,1.498,0.0,-0.604,0.0,0.0,0.952,3,revenue accel +1.50,valuation penalty -0.01,excessive_drawdown(high),2.5,,2020-06-30,0.018440933191665954
29,2020-06-30,3450.TWO,聯鈞 Browave,optical_communication,-0.909,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.424,0.19,0.0,-0.011,0.0,0.0,0.664,0,revenue accel +0.19,valuation penalty -0.13,,2.5,,2020-06-30,-0.05346553613892557
30,2020-06-30,6274.TWO,台燿 Taiwan Union Tech,pcb_substrate,-1.061,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.788,0.002,-0.0,0.032,0.0,0.0,0.307,0,revenue accel +0.00,valuation penalty -0.06,,2.5,,2020-06-30,-0.052264975708301464
31,2020-06-30,3017.TW,奇鋐 Auras Technology,thermal,-1.149,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.669,-1.191,0.0,-0.157,0.0,0.0,0.47,0,residual alpha +0.67,,,2.5,,2020-06-30,0.13053894445559555
32,2020-06-30,4977.TW,眾達-KY Applied Optoelectronics,optical_communication,-1.154,3.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.283,0.169,-0.0,-0.026,0.0,0.0,1.58,3,residual alpha +0.28; revenue accel +0.17,valuation penalty -0.14,overbought(high),2.5,,2020-06-30,0.0743801218422595
33,2020-06-30,3105.TWO,穩懋 WIN Semi,semi_equipment,-1.154,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.707,-0.158,0.0,0.13,0.0,0.0,0.419,0,CAPEX context +0.50,valuation penalty -0.08,,2.5,,2020-06-30,0.08561652776377349
34,2020-06-30,2313.TW,華通 Compeq Manufacturing,pcb_substrate,-1.157,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.235,-0.06,-0.0,0.114,0.0,0.0,1.446,3,residual alpha +0.24,,overbought(high),2.5,,2020-06-30,0.041876848329328364
35,2020-06-30,8046.TW,南電 Nan Ya PCB,pcb_substrate,-1.188,3.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.427,0.623,0.0,-0.228,0.0,0.0,2.01,5,residual alpha +0.43; revenue accel +0.62,valuation penalty -0.10,overbought(high); valuation_extreme(medium),2.5,,2020-06-30,0.2711338003406376
36,2020-06-30,3324.TWO,雙鴻 Asia Vital Components,thermal,-1.19,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.395,-0.711,0.0,-0.015,0.0,0.0,0.069,0,,,,2.5,,2020-06-30,0.37087410284371525
37,2020-06-30,3680.TW,家登 Gudeng Precision,semi_equipment,-1.192,3.5,Avoid,Skip — negative residual alpha. Wait for setup change.,1.061,1.103,0.0,0.03,0.0,0.0,3.386,8,CAPEX context +0.50; residual alpha +1.06; revenue accel +1.10,valuation penalty -0.20,overbought(high); valuation_extreme(high); valuation_extreme(medium),2.5,,2020-06-30,0.15587040131479601
38,2020-06-30,6213.TW,聯茂 ITEQ,pcb_substrate,-1.214,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.061,0.147,-0.0,0.013,0.0,0.0,0.314,0,revenue accel +0.15,valuation penalty -0.06,,2.5,,2020-06-30,-0.06030628562928364
39,2020-06-30,2383.TW,台光電 Elite Material,pcb_substrate,-1.228,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.482,-0.549,-0.0,-0.001,0.0,0.0,1.16,3,residual alpha +0.48,,overbought(high),2.5,,2020-06-30,0.10971801255528191
40,2020-06-30,6285.TW,啟碁 Wistron NeWeb,leo_satellite,-1.26,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.392,-0.43,-0.0,-0.091,0.0,0.0,0.347,0,,,,2.5,,2020-06-30,0.036556702708002264
41,2020-06-30,3587.TW,閎康 Materials Analysis Technology,inspection,-1.291,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.015,-0.317,-0.0,-0.025,0.0,0.0,0.934,3,CAPEX context +0.50,,overbought(high),2.5,,2020-06-30,0.2140403754984146
42,2020-06-30,2451.TW,創見 Transcend,memory_hbm,-1.312,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.253,-0.275,0.0,-0.082,0.0,0.0,1.208,3,residual alpha +0.25,,revenue_not_confirmed(high),2.5,,2020-06-30,-0.02355074298407056
43,2020-06-30,2368.TW,金像電 Gold Circuit Electronics,pcb_substrate,-1.371,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.302,1.282,-0.0,-0.922,0.0,0.0,0.428,0,revenue accel +1.28,valuation penalty -0.09,,2.5,,2020-06-30,0.19940487840330934
44,2020-06-30,1504.TW,東元 TECO,power_grid_energy,-1.8,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.461,-0.602,-0.0,-0.324,0.0,0.0,1.335,3,residual alpha +0.46,,revenue_not_confirmed(high),2.5,,2020-06-30,0.0055453526815596454
45,2020-06-30,4967.TW,十銓 Team Group,memory_hbm,-1.807,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.365,-0.229,-0.0,-0.017,0.0,0.0,0.196,0,,valuation penalty -0.04,,2.5,,2020-06-30,0.0904393958334484
46,2020-06-30,2492.TW,華新科 Walsin Technology,passive_components,-2.062,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.518,0.71,-0.0,-0.284,0.0,0.0,0.97,3,revenue accel +0.71,,excessive_drawdown(high),2.5,,2020-06-30,-0.019553298910738315
47,2020-06-30,8358.TW,金居 Co-Tech Development,pcb_substrate,-2.2,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.581,-1.575,-0.0,-0.006,0.0,0.0,1.199,3,residual alpha +0.58,valuation penalty -0.06,overbought(high),2.5,,2020-06-30,-0.016726215912065467
48,2020-06-30,6282.TW,康舒 ACBEL Polytech,power_grid_energy,-2.313,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.587,-0.774,-0.0,-0.081,0.0,0.0,0.871,0,,,,2.5,,2020-06-30,0.14503798013907288
49,2020-06-30,6669.TW,緯穎 Wiwynn,ai_server_assembly,-2.362,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.316,-0.469,-0.0,-0.068,0.0,0.0,0.508,0,,valuation penalty -0.10,,2.5,,2020-06-30,0.004940663033072834
50,2020-06-30,6271.TW,同欣電 Tong Hsing,inspection,-2.624,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.11,-0.159,0.0,-0.033,0.0,0.0,1.322,3,CAPEX context +0.50,valuation penalty -0.08,price_up_revenue_down(high),2.5,,2020-06-30,0.020486069383974126
51,2020-06-30,6196.TW,帆宣 Marketech International,facility_cleanroom,-2.71,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.225,-0.496,0.0,-0.036,0.0,0.0,1.953,6,CAPEX context +0.50,valuation penalty -0.03,overbought(high); price_up_revenue_down(high),2.5,,2020-06-30,0.41592820234220884
52,2020-06-30,3491.TWO,昇達科 Microelectronics Technology,leo_satellite,-2.865,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.294,-0.806,0.0,-0.03,0.0,0.0,2.324,6,residual alpha +0.29,valuation penalty -0.10,price_up_revenue_down(high); revenue_not_confirmed(high),2.5,,2020-06-30,-0.010815364497748337
53,2020-06-30,2351.TW,順德 SDI,gases_chemicals,-3.199,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.258,-0.085,-0.0,-0.035,0.0,0.0,2.821,9,,valuation penalty -0.02,excessive_drawdown(high); price_up_revenue_down(high); revenue_not_confirmed(high),2.5,,2020-06-30,-0.0162089475508006
54,2020-06-30,3131.TWO,弘塑 Grand Process Technology,semi_equipment,-3.253,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.867,-1.932,0.0,-0.031,0.0,0.0,0.422,0,CAPEX context +0.50,valuation penalty -0.08,,2.5,,2020-06-30,0.5275220395867997
55,2020-06-30,8996.TW,高力 KAORI,thermal,-3.74,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-2.174,0.898,-0.0,-0.038,0.0,0.0,2.426,6,revenue accel +0.90,valuation penalty -0.13,excessive_drawdown(high); price_up_revenue_down(high),2.5,,2020-06-30,0.07320592718065533
56,2020-06-30,6139.TW,亞翔工程 Acter,facility_cleanroom,-3.755,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.643,-0.615,0.0,-0.024,0.0,0.0,2.474,6,CAPEX context +0.50,,price_up_revenue_down(high); revenue_not_confirmed(high),2.5,,2020-06-30,0.20994480619752287
57,2020-06-30,3583.TW,辛耘 Sun Tech,semi_equipment,-4.52,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.587,-0.782,-0.0,-0.022,0.0,0.0,3.129,9,CAPEX context +0.50,,excessive_drawdown(high); price_up_revenue_down(high); revenue_not_confirmed(high),2.5,,2020-06-30,0.24705882887591168
58,2020-06-30,2344.TW,華邦電 Winbond,memory_hbm,-4.621,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.527,0.02,-0.0,-0.948,0.0,0.0,2.166,6,revenue accel +0.02,valuation penalty -0.07,excessive_drawdown(high); valuation_extreme(high),2.5,,2020-06-30,-0.011505715450205956
59,2020-06-30,1519.TW,華城 Hua Eng Wire,power_grid_energy,-4.699,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.829,-3.375,0.0,-0.04,0.0,0.0,0.454,0,,valuation penalty -0.09,,2.5,,2020-06-30,0.2377658012037629
1,2020-07-31,2421.TW,建準 Sunon,thermal,3.004,3.5,Strong Candidate,Research priority — confirm fundamentals + position sizing.,1.579,1.557,-0.0,-0.055,0.0,0.0,0.078,0,residual alpha +1.58; revenue accel +1.56,,,2.5,,2020-07-31,0.1356239680445419
2,2020-07-31,2382.TW,廣達 Quanta,ai_server_assembly,2.424,3.5,Watchlist,Track — needs further confirmation.,1.317,0.823,0.0,0.355,0.0,0.0,0.071,0,residual alpha +1.32; revenue accel +0.82,,,2.5,,2020-07-31,-0.014084435369642323
3,2020-07-31,2376.TW,技嘉 GIGABYTE,ai_server_assembly,2.401,2.5,Watchlist,Track — needs further confirmation.,3.408,-0.022,0.0,-0.014,0.0,0.0,0.971,3,residual alpha +3.41,valuation penalty -0.01,overbought(high),2.5,,2020-07-31,0.010714285714285676
4,2020-07-31,2404.TW,漢唐 United Integrated Services,facility_cleanroom,2.008,3.5,Watchlist,Track — needs further confirmation.,0.164,2.236,-0.0,-0.141,0.0,0.0,0.25,0,CAPEX context +0.50; residual alpha +0.16; revenue accel +2.24,,,2.5,,2020-07-31,0.0024330368726670493
5,2020-07-31,2356.TW,英業達 Inventec,ai_server_assembly,1.772,3.5,Neutral,No urgency.,0.546,1.433,-0.0,0.468,0.0,0.0,0.675,0,residual alpha +0.55; revenue accel +1.43,,,2.5,,2020-07-31,-0.09000000383713513
6,2020-07-31,2377.TW,微星 MSI,ai_server_assembly,1.455,3.5,Neutral,No urgency.,2.0,0.065,0.0,0.309,0.0,0.0,0.919,3,residual alpha +2.00; revenue accel +0.06,,overbought(high),2.5,,2020-07-31,0.06843116336249455
7,2020-07-31,6187.TWO,萬潤 Wan Run,semi_equipment,1.351,3.5,Neutral,No urgency.,2.493,1.111,0.0,-0.068,0.0,0.0,2.185,5,CAPEX context +0.50; residual alpha +2.49; revenue accel +1.11,valuation penalty -0.14,overbought(high); valuation_extreme(medium),2.5,,2020-07-31,0.09090906557785772
8,2020-07-31,5347.TWO,世界先進 Vanguard,indirect,1.289,3.5,Neutral,No urgency.,2.131,0.327,0.0,0.288,0.0,0.0,1.458,3,residual alpha +2.13; revenue accel +0.33,valuation penalty -0.11,overbought(high),2.5,,2020-07-31,-0.017856982549685374
9,2020-07-31,3231.TW,緯創 Wistron,ai_server_assembly,0.887,3.5,Neutral,No urgency.,0.068,0.5,-0.0,1.0,0.0,0.0,0.681,0,residual alpha +0.07; revenue accel +0.50,,,2.5,,2020-07-31,-0.07536242695388895
10,2020-07-31,3413.TW,京鼎 KE Holdings,semi_equipment,0.83,2.5,Neutral,No urgency.,-0.334,1.389,-0.0,-0.047,0.0,0.0,0.178,0,CAPEX context +0.50; revenue accel +1.39,valuation penalty -0.04,,2.5,,2020-07-31,-0.07951810252170899
11,2020-07-31,2368.TW,金像電 Gold Circuit Electronics,pcb_substrate,0.528,2.5,Neutral,No urgency.,-0.489,1.092,0.0,0.4,0.0,0.0,0.475,0,revenue accel +1.09,valuation penalty -0.09,,2.5,,2020-07-31,0.2754342799202869
12,2020-07-31,3324.TWO,雙鴻 Asia Vital Components,thermal,0.495,2.5,Neutral,No urgency.,0.757,-0.021,0.0,0.035,0.0,0.0,0.277,0,residual alpha +0.76,valuation penalty -0.06,,2.5,,2020-07-31,-0.028446531501969963
13,2020-07-31,2357.TW,華碩 ASUS,ai_server_assembly,0.398,2.5,Neutral,No urgency.,1.15,-0.002,-0.0,0.006,0.0,0.0,0.756,0,residual alpha +1.15,,,2.5,,2020-07-31,0.12240186656154295
14,2020-07-31,2308.TW,台達電 Delta Electronics,power_grid_energy,0.292,2.5,Avoid Chasing,Overbought / valuation stretched without revenue confirmation.,2.524,-0.618,0.0,0.625,0.0,0.0,2.239,6,residual alpha +2.52,valuation penalty -0.09,overbought(high); price_up_revenue_down(high),2.5,,2020-07-31,-0.05500001739312077
15,2020-07-31,2327.TW,國巨 Yageo,passive_components,0.253,2.5,Neutral,No urgency.,-1.457,2.288,0.0,-0.173,0.0,0.0,0.404,0,revenue accel +2.29,valuation penalty -0.08,,2.5,,2020-07-31,-0.14395894662144182
16,2020-07-31,6139.TW,亞翔工程 Acter,facility_cleanroom,0.126,3.5,Neutral,No urgency.,0.245,0.443,0.0,-0.07,0.0,0.0,0.491,0,CAPEX context +0.50; residual alpha +0.25; revenue accel +0.44,,,2.5,,2020-07-31,-0.09429590294220569
17,2020-07-31,1513.TW,中興電 Chung-Hsin Electric,power_grid_energy,-0.111,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,1.076,-0.012,-0.0,-0.082,0.0,0.0,1.093,3,residual alpha +1.08,,price_up_revenue_down(high),2.5,,2020-07-31,0.2287580777517586
18,2020-07-31,3037.TW,欣興 Unimicron,pcb_substrate,-0.133,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.382,-0.564,0.0,1.0,0.0,0.0,0.95,3,residual alpha +0.38,valuation penalty -0.01,overbought(high),2.5,,2020-07-31,0.1446346114723216
19,2020-07-31,2436.TW,偉詮電 Weltrend,semi_equipment,-0.242,3.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.438,0.883,-0.0,-0.105,0.0,0.0,1.458,3,CAPEX context +0.50; residual alpha +0.44; revenue accel +0.88,valuation penalty -0.11,valuation_extreme(high),2.5,,2020-07-31,-0.008389290150237483
20,2020-07-31,6196.TW,帆宣 Marketech International,facility_cleanroom,-0.742,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,1.979,-0.405,0.0,-0.007,0.0,0.0,2.31,6,CAPEX context +0.50; residual alpha +1.98,valuation penalty -0.10,overbought(high); price_up_revenue_down(high),2.5,,2020-07-31,-0.05084746420124109
21,2020-07-31,1514.TW,亞力 Allis Electric,power_grid_energy,-0.761,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.517,-0.657,-0.0,-0.083,0.0,0.0,0.537,0,residual alpha +0.52,,,2.5,,2020-07-31,0.3253873406988963
22,2020-07-31,3587.TW,閎康 Materials Analysis Technology,inspection,-0.791,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.211,-0.816,0.0,-0.055,0.0,0.0,0.13,0,CAPEX context +0.50; residual alpha +0.21,valuation penalty -0.03,,2.5,,2020-07-31,-0.06289985862367942
23,2020-07-31,3260.TWO,威剛 ADATA,memory_hbm,-0.937,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.143,0.559,0.0,-0.023,0.0,0.0,0.33,0,revenue accel +0.56,,,2.5,,2020-07-31,-0.1447367483480747
24,2020-07-31,6213.TW,聯茂 ITEQ,pcb_substrate,-1.012,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.167,0.582,-0.0,-0.208,0.0,0.0,0.218,0,revenue accel +0.58,,,2.5,,2020-07-31,-0.10820895677284637
25,2020-07-31,3450.TWO,聯鈞 Browave,optical_communication,-1.082,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.407,0.986,0.0,-0.112,0.0,0.0,0.548,0,revenue accel +0.99,valuation penalty -0.11,,2.5,,2020-07-31,-0.08726761178210374
26,2020-07-31,8996.TW,高力 KAORI,thermal,-1.128,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.575,1.101,-0.0,-0.07,0.0,0.0,0.583,0,revenue accel +1.10,valuation penalty -0.12,,2.5,,2020-07-31,-0.10271892153310103
27,2020-07-31,3017.TW,奇鋐 Auras Technology,thermal,-1.326,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.093,-0.786,0.0,-0.059,0.0,0.0,0.387,0,,,,2.5,,2020-07-31,0.4872883449626415
28,2020-07-31,6442.TW,光聖 Luxnet Corp,optical_communication,-1.358,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.397,0.016,0.0,-0.058,0.0,0.0,0.919,0,revenue accel +0.02,,,2.5,,2020-07-31,-0.05882379945833616
29,2020-07-31,6488.TWO,環球晶 GlobalWafers,gases_chemicals,-1.389,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,0.107,-0.334,0.0,-0.005,0.0,0.0,1.157,3,residual alpha +0.11,,revenue_not_confirmed(high),2.5,,2020-07-31,-0.06524309220392566
30,2020-07-31,6669.TW,緯穎 Wiwynn,ai_server_assembly,-1.392,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-1.0,-0.049,-0.0,-0.074,0.0,0.0,0.27,0,,valuation penalty -0.05,,2.5,,2020-07-31,-0.0025509122135820572
31,2020-07-31,3363.TWO,上詮 LuxNet,optical_communication,-1.432,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-2.191,1.745,-0.0,-0.077,0.0,0.0,0.909,0,revenue accel +1.75,,,2.5,,2020-07-31,0.1876245733145192
32,2020-07-31,2383.TW,台光電 Elite Material,pcb_substrate,-1.455,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.037,-1.152,-0.0,-0.06,0.0,0.0,0.205,0,,,,2.5,,2020-07-31,-0.039548151943180176
33,2020-07-31,3105.TWO,穩懋 WIN Semi,semi_equipment,-1.555,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.27,-1.024,-0.0,0.111,0.0,0.0,0.372,0,CAPEX context +0.50,valuation penalty -0.07,,2.5,,2020-07-31,-0.09779178529508525
34,2020-07-31,6285.TW,啟碁 Wistron NeWeb,leo_satellite,-1.561,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.489,-0.459,0.0,-0.136,0.0,0.0,0.477,0,,,,2.5,,2020-07-31,0.28304828184046094
35,2020-07-31,6282.TW,康舒 ACBEL Polytech,power_grid_energy,-1.57,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.282,-0.153,-0.0,-0.266,0.0,0.0,0.869,0,,,,2.5,,2020-07-31,0.14888905732506386
36,2020-07-31,8299.TWO,群聯 Phison,memory_hbm,-1.571,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,-0.592,-0.177,0.0,-0.111,0.0,0.0,0.691,0,,,,2.5,,2020-07-31,-0.05942276378150835
37,2020-07-31,3131.TWO,弘塑 Grand Process Technology,semi_equipment,-1.616,2.5,Avoid,Skip — negative residual alpha. Wait for setup change.,1.982,-2.043,0.0,-0.018,0.0,0.0,1.537,3,CAPEX context +0.50; residual alpha +1.98,valuation penalty -0.13,overbought(high),2.5,,2020-07-31,-0.06020956790749998
