variant,mean_monthly,sharpe_ann,max_dd,total_return
with_risk_penalty,0.05456028275375057,1.6390671010512343,-0.3370321604671208,26.568289037832656
without_risk_penalty,0.05720504155020129,1.6303557443257617,-0.37455266464209014,30.190773679361502
