variant,mean_monthly,sharpe_ann,max_dd,total_return
with_risk_penalty,0.07784318203904432,1.9409978331204605,-0.2569492851962276,109.90556953770788
without_risk_penalty,0.07513999553046899,1.8505308132995748,-0.3418249500094024,89.0124185813605
