bucket,count,mean,median,hit_rate
Q1,840,0.0595022280993951,0.019168569820591008,0.5761904761904761
Q2,840,0.03509996761491523,0.012451071248337442,0.5666666666666667
Q3,770,0.030490345127530946,0.006587446140909781,0.5285714285714286
Q4,840,0.035333756876685815,0.016509593260110478,0.5702380952380952
Q5,840,0.0323402916982097,0.020235273951282218,0.5702380952380952
